Ano;Mês;Município;"Valor FOB (US$)";"Quilograma Líquido"
2022;04;"Paulínia - SP";88388696;37157519
2022;04;"Campinas - SP";77265339;15923938
2022;03;"Campinas - SP";76172792;16728271
2022;03;"Paulínia - SP";74870367;33202501
2022;03;"Indaiatuba - SP";71494855;9616611
2022;02;"Indaiatuba - SP";71453328;9487070
2022;02;"Campinas - SP";67788017;16858553
2022;04;"Indaiatuba - SP";67103872;8019502
2022;01;"Paulínia - SP";67040699;27378264
2022;02;"Paulínia - SP";61705349;26942049
2022;04;"Santa Bárbara d'Oeste - SP";54990183;1589911
2022;01;"Campinas - SP";53073021;15791017
2022;01;"Indaiatuba - SP";52373080;7462744
2022;03;"Santa Bárbara d'Oeste - SP";49441976;1411440
2022;03;"Sumaré - SP";40106897;6866245
2022;02;"Vinhedo - SP";33645559;6666397
2022;02;"Sumaré - SP";33624621;5458151
2022;03;"Vinhedo - SP";33377253;6165373
2022;04;"Vinhedo - SP";32412516;5588332
2022;04;"Sumaré - SP";31413111;5401176
2022;01;"Sumaré - SP";31053277;5248511
2022;01;"Vinhedo - SP";27194960;4808038
2022;03;"Santo Antônio de Posse - SP";17348503;1071193
2022;04;"Itatiba - SP";16297149;2211319
2022;04;"Valinhos - SP";14194907;1908616
2022;04;"Santo Antônio de Posse - SP";13980904;793407
2022;02;"Santo Antônio de Posse - SP";13404975;846106
2022;04;"Cosmópolis - SP";12847190;2019564
2022;02;"Valinhos - SP";11758604;1957439
2022;02;"Itatiba - SP";11463052;1999400
2022;03;"Valinhos - SP";11291732;2268330
2022;01;"Valinhos - SP";11065541;1654320
2022;01;"Itatiba - SP";10694743;1310863
2022;03;"Cosmópolis - SP";10286086;3248852
2022;03;"Itatiba - SP";9957277;1501678
2022;03;"Nova Odessa - SP";8723391;1530044
2022;02;"Cosmópolis - SP";8541721;3054006
2022;04;"Nova Odessa - SP";8483741;1066525
2022;01;"Cosmópolis - SP";8141033;1999548
2022;02;"Nova Odessa - SP";7832856;1287821
2022;01;"Santa Bárbara d'Oeste - SP";6976297;1022668
2022;03;"Hortolândia - SP";6936202;233620
2022;01;"Nova Odessa - SP";6752274;757224
2022;04;"Jaguariúna - SP";5920268;1590919
2022;02;"Monte Mor - SP";5431141;1698149
2022;01;"Monte Mor - SP";5424292;1449000
2022;03;"Monte Mor - SP";5263092;1290002
2022;04;"Hortolândia - SP";5261103;739380
2022;04;"Monte Mor - SP";4931780;1495641
2022;02;"Santa Bárbara d'Oeste - SP";4829504;769166
2022;02;"Pedreira - SP";4800881;866746
2022;02;"Hortolândia - SP";4723813;837668
2022;02;"Jaguariúna - SP";4270297;1378059
2022;04;"Pedreira - SP";3994028;902084
2022;03;"Jaguariúna - SP";3928311;1176970
2022;01;"Hortolândia - SP";3890396;203969
2022;01;"Santo Antônio de Posse - SP";3828760;310081
2022;01;"Jaguariúna - SP";3091421;657815
2022;01;"Pedreira - SP";3077962;733709
2022;03;"Pedreira - SP";2920252;768412
2022;04;"Artur Nogueira - SP";2216735;953078
2022;03;"Artur Nogueira - SP";1978818;547420
2022;02;"Artur Nogueira - SP";1271300;413347
2022;01;"Artur Nogueira - SP";546763;92263
2022;03;"Holambra - SP";295650;3343
2022;04;"Engenheiro Coelho - SP";118821;40686
2022;04;"Morungaba - SP";113557;3884
2022;02;"Morungaba - SP";106018;4170
2022;02;"Holambra - SP";84354;4169
2022;01;"Morungaba - SP";79230;1897
2022;01;"Holambra - SP";40243;1473
2022;04;"Holambra - SP";32742;490
2022;01;"Engenheiro Coelho - SP";31485;6255
2022;02;"Engenheiro Coelho - SP";28383;5312
2022;03;"Engenheiro Coelho - SP";23819;4613
2022;03;"Morungaba - SP";9473;180
2021;09;"Indaiatuba - SP";85937795;10785161
2021;08;"Paulínia - SP";85861824;41517885
2021;12;"Campinas - SP";84526014;22618063
2021;09;"Paulínia - SP";83998167;33947602
2021;05;"Santa Bárbara d'Oeste - SP";81706638;2178531
2021;08;"Campinas - SP";79914955;24967919
2021;09;"Campinas - SP";76744653;25549656
2021;10;"Campinas - SP";76319284;22540273
2021;12;"Paulínia - SP";76220310;28086246
2021;11;"Campinas - SP";75357074;23660846
2021;10;"Paulínia - SP";72132477;29673360
2021;04;"Campinas - SP";72109566;16719354
2021;07;"Paulínia - SP";70269118;24575166
2021;11;"Paulínia - SP";69541150;25330276
2021;08;"Indaiatuba - SP";69224585;9303791
2021;06;"Paulínia - SP";66792826;27338100
2021;05;"Campinas - SP";66341133;16336865
2021;10;"Indaiatuba - SP";65569641;8083529
2021;12;"Indaiatuba - SP";64837740;8445746
2021;06;"Campinas - SP";64670245;15220635
2021;04;"Paulínia - SP";63133903;25414189
2021;03;"Paulínia - SP";62184377;27935973
2021;11;"Indaiatuba - SP";61771076;8262884
2021;03;"Campinas - SP";60231311;16876203
2021;07;"Campinas - SP";58744695;18541404
2021;05;"Paulínia - SP";57729513;20416621
2021;03;"Indaiatuba - SP";53242393;7060056
2021;01;"Campinas - SP";52938681;17698015
2021;02;"Indaiatuba - SP";50077735;6413070
2021;01;"Indaiatuba - SP";48217504;5810090
2021;07;"Indaiatuba - SP";48217277;5661382
2021;02;"Campinas - SP";47423935;13976463
2021;06;"Indaiatuba - SP";47235461;6703136
2021;04;"Indaiatuba - SP";46364988;5933878
2021;05;"Indaiatuba - SP";45717522;6529033
2021;02;"Paulínia - SP";44026728;24015966
2021;01;"Paulínia - SP";43616330;28653894
2021;07;"Santa Bárbara d'Oeste - SP";41456739;1043022
2021;12;"Sumaré - SP";37089820;5942893
2021;11;"Sumaré - SP";34151798;5957591
2021;09;"Sumaré - SP";33682220;5707129
2021;10;"Sumaré - SP";32727882;6128824
2021;09;"Vinhedo - SP";32654003;6547720
2021;08;"Sumaré - SP";32302357;6108003
2021;12;"Vinhedo - SP";31789528;5913768
2021;07;"Sumaré - SP";31222047;5624052
2021;04;"Sumaré - SP";31000463;5717800
2021;05;"Sumaré - SP";29345984;5512781
2021;11;"Vinhedo - SP";29073180;5573681
2021;03;"Sumaré - SP";28765871;5673128
2021;06;"Sumaré - SP";28321393;5459167
2021;10;"Vinhedo - SP";27666181;5682362
2021;08;"Vinhedo - SP";27489899;5591144
2021;05;"Vinhedo - SP";27147976;6639606
2021;06;"Vinhedo - SP";26982967;5853265
2021;02;"Sumaré - SP";26926407;4923750
2021;07;"Vinhedo - SP";26529107;5541285
2021;03;"Vinhedo - SP";26391652;6097496
2021;04;"Vinhedo - SP";25126086;5666095
2021;01;"Sumaré - SP";24287342;4932991
2021;02;"Vinhedo - SP";24086164;6131175
2021;01;"Vinhedo - SP";22304216;4267559
2021;07;"Cosmópolis - SP";20933273;30200659
2021;09;"Cosmópolis - SP";18072779;18462520
2021;08;"Santo Antônio de Posse - SP";17951638;1002697
2021;05;"Cosmópolis - SP";17179790;21328078
2021;06;"Cosmópolis - SP";17034353;17847131
2021;04;"Cosmópolis - SP";16148727;3822536
2021;08;"Cosmópolis - SP";15875345;22193837
2021;11;"Santo Antônio de Posse - SP";14437936;1020361
2021;04;"Santo Antônio de Posse - SP";13815363;936081
2021;06;"Santo Antônio de Posse - SP";13743097;893071
2021;02;"Santo Antônio de Posse - SP";13601872;943857
2021;09;"Itatiba - SP";13490550;1779584
2021;10;"Santo Antônio de Posse - SP";13459912;900090
2021;12;"Valinhos - SP";13200669;2178525
2021;11;"Itatiba - SP";13189089;1745355
2021;07;"Itatiba - SP";13064997;1775872
2021;12;"Itatiba - SP";13034493;1780562
2021;07;"Santo Antônio de Posse - SP";12928010;758952
2021;03;"Santo Antônio de Posse - SP";12735492;792684
2021;04;"Itatiba - SP";12695330;1715492
2021;12;"Santo Antônio de Posse - SP";12377740;819769
2021;10;"Itatiba - SP";12303096;1285835
2021;12;"Cosmópolis - SP";11940135;2350554
2021;05;"Itatiba - SP";11901364;1424696
2021;02;"Cosmópolis - SP";11842577;4076325
2021;10;"Cosmópolis - SP";11749504;13884053
2021;03;"Itatiba - SP";11746853;1749894
2021;08;"Itatiba - SP";11654441;1460822
2021;11;"Valinhos - SP";11618873;1620045
2021;05;"Santo Antônio de Posse - SP";11392903;841167
2021;03;"Valinhos - SP";11360916;1777950
2021;02;"Itatiba - SP";11344560;1574663
2021;10;"Santa Bárbara d'Oeste - SP";11332612;974162
2021;05;"Valinhos - SP";11256199;1614148
2021;03;"Santa Bárbara d'Oeste - SP";11195684;1218411
2021;11;"Santa Bárbara d'Oeste - SP";11175998;1157045
2021;12;"Santa Bárbara d'Oeste - SP";11138970;1336589
2021;10;"Monte Mor - SP";11084131;3055716
2021;03;"Cosmópolis - SP";11040892;2295419
2021;09;"Santo Antônio de Posse - SP";10846157;658160
2021;06;"Valinhos - SP";10640870;1462557
2021;09;"Santa Bárbara d'Oeste - SP";10590856;1066537
2021;06;"Itatiba - SP";10377710;1503104
2021;08;"Valinhos - SP";10352377;1354365
2021;04;"Valinhos - SP";10316982;1347681
2021;08;"Santa Bárbara d'Oeste - SP";10301861;1104432
2021;09;"Valinhos - SP";10287398;1390806
2021;09;"Monte Mor - SP";10100633;2960290
2021;06;"Santa Bárbara d'Oeste - SP";9866162;981570
2021;07;"Valinhos - SP";9688776;1462338
2021;02;"Valinhos - SP";9511136;1561813
2021;01;"Cosmópolis - SP";9507181;6950610
2021;11;"Cosmópolis - SP";9401957;10168270
2021;08;"Monte Mor - SP";9208499;2279412
2021;01;"Itatiba - SP";9082977;1270595
2021;12;"Nova Odessa - SP";8609383;1325451
2021;04;"Santa Bárbara d'Oeste - SP";8542320;1051118
2021;11;"Monte Mor - SP";8514294;2429495
2021;10;"Nova Odessa - SP";8458307;1119695
2021;09;"Nova Odessa - SP";8410593;1081483
2021;08;"Nova Odessa - SP";8198845;1006251
2021;06;"Monte Mor - SP";8144071;1784740
2021;10;"Valinhos - SP";8043485;1272135
2021;05;"Nova Odessa - SP";7958874;1365098
2021;01;"Valinhos - SP";7369475;1241109
2021;02;"Nova Odessa - SP";7264916;1109788
2021;04;"Nova Odessa - SP";7239479;1102871
2021;11;"Hortolândia - SP";7138879;738043
2021;01;"Santa Bárbara d'Oeste - SP";7114966;786088
2021;06;"Nova Odessa - SP";7102395;841263
2021;10;"Hortolândia - SP";7101085;305124
2021;03;"Nova Odessa - SP";6879727;1301165
2021;01;"Nova Odessa - SP";6754260;582017
2021;12;"Monte Mor - SP";6635317;2117965
2021;11;"Nova Odessa - SP";6598701;1026559
2021;02;"Monte Mor - SP";6505809;1845075
2021;07;"Nova Odessa - SP";6468989;989091
2021;03;"Monte Mor - SP";6373209;1967182
2021;12;"Hortolândia - SP";6106569;511351
2021;02;"Santa Bárbara d'Oeste - SP";5966050;538000
2021;03;"Hortolândia - SP";5922731;253060
2021;05;"Hortolândia - SP";5569526;270506
2021;07;"Monte Mor - SP";5526627;1744636
2021;07;"Hortolândia - SP";5251063;244884
2021;02;"Hortolândia - SP";5114112;290990
2021;04;"Hortolândia - SP";5106607;249457
2021;12;"Jaguariúna - SP";4970882;1055823
2021;05;"Monte Mor - SP";4914190;1501772
2021;04;"Monte Mor - SP";4776955;1162854
2021;08;"Hortolândia - SP";4774770;338596
2021;01;"Santo Antônio de Posse - SP";4656760;2792919
2021;01;"Hortolândia - SP";4553663;146112
2021;06;"Hortolândia - SP";4409446;449526
2021;06;"Jaguariúna - SP";4245188;1272976
2021;08;"Pedreira - SP";4104677;845104
2021;05;"Jaguariúna - SP";4100871;1314375
2021;11;"Jaguariúna - SP";4002280;1064974
2021;09;"Jaguariúna - SP";3936252;1538194
2021;09;"Hortolândia - SP";3899922;298944
2021;01;"Monte Mor - SP";3895809;1137201
2021;10;"Jaguariúna - SP";3805835;1309974
2021;08;"Jaguariúna - SP";3780579;795252
2021;12;"Pedreira - SP";3657298;930107
2021;03;"Jaguariúna - SP";3634109;1061995
2021;07;"Pedreira - SP";3367961;758786
2021;04;"Jaguariúna - SP";3234245;874334
2021;07;"Jaguariúna - SP";3216490;1207908
2021;02;"Jaguariúna - SP";3174030;1162642
2021;11;"Pedreira - SP";3112481;615392
2021;05;"Pedreira - SP";3090598;741403
2021;10;"Pedreira - SP";2775193;716706
2021;04;"Pedreira - SP";2762164;593561
2021;02;"Pedreira - SP";2753274;651342
2021;03;"Pedreira - SP";2717224;631509
2021;06;"Pedreira - SP";2511869;562179
2021;01;"Pedreira - SP";2283660;519315
2021;09;"Pedreira - SP";2193989;584508
2021;06;"Artur Nogueira - SP";2182361;1123837
2021;07;"Artur Nogueira - SP";2093731;1337659
2021;09;"Artur Nogueira - SP";1780779;1707393
2021;04;"Artur Nogueira - SP";1615344;829029
2021;03;"Artur Nogueira - SP";1558086;828203
2021;12;"Artur Nogueira - SP";1443937;250936
2021;08;"Artur Nogueira - SP";1433667;784089
2021;01;"Jaguariúna - SP";1366164;384795
2021;11;"Artur Nogueira - SP";1173081;227900
2021;05;"Artur Nogueira - SP";994213;589559
2021;10;"Artur Nogueira - SP";958769;418466
2021;02;"Artur Nogueira - SP";885473;444816
2021;08;"Holambra - SP";817505;403764
2021;01;"Artur Nogueira - SP";716330;329021
2021;09;"Holambra - SP";676894;256808
2021;12;"Morungaba - SP";547916;36022
2021;10;"Holambra - SP";385591;53466
2021;02;"Morungaba - SP";244867;17145
2021;06;"Holambra - SP";235713;98988
2021;09;"Morungaba - SP";221949;18923
2021;05;"Holambra - SP";201250;141859
2021;07;"Holambra - SP";196418;84488
2021;04;"Morungaba - SP";185131;24094
2021;03;"Morungaba - SP";138887;27695
2021;08;"Morungaba - SP";137475;8465
2021;04;"Holambra - SP";100802;91535
2021;03;"Holambra - SP";85174;68432
2021;05;"Morungaba - SP";78662;8167
2021;07;"Morungaba - SP";77450;5207
2021;11;"Holambra - SP";62244;10215
2021;10;"Morungaba - SP";60269;3917
2021;12;"Holambra - SP";56931;2855
2021;01;"Holambra - SP";50069;20923
2021;11;"Morungaba - SP";49592;372
2021;06;"Morungaba - SP";45861;3039
2021;02;"Holambra - SP";45656;11907
2021;02;"Engenheiro Coelho - SP";26324;5542
2021;12;"Engenheiro Coelho - SP";22188;4519
2021;08;"Engenheiro Coelho - SP";16730;3113
2021;06;"Engenheiro Coelho - SP";15055;3188
2021;10;"Engenheiro Coelho - SP";13816;2510
2021;05;"Engenheiro Coelho - SP";11604;3400
2021;01;"Engenheiro Coelho - SP";9964;1862
2021;04;"Engenheiro Coelho - SP";7474;1397
2021;09;"Engenheiro Coelho - SP";6296;1191
2021;03;"Engenheiro Coelho - SP";5660;1261
2021;07;"Engenheiro Coelho - SP";4261;808
2021;11;"Engenheiro Coelho - SP";2202;397
2021;01;"Morungaba - SP";548;0
2020;02;"Paulínia - SP";77680201;103557495
2020;08;"Campinas - SP";77036521;26755470
2020;03;"Campinas - SP";70476323;15533854
2020;11;"Campinas - SP";69088357;21867288
2020;01;"Paulínia - SP";67250728;62621716
2020;12;"Campinas - SP";64160210;20766140
2020;09;"Campinas - SP";63380427;20389413
2020;07;"Paulínia - SP";63378514;43555748
2020;01;"Campinas - SP";62378850;15772552
2020;10;"Campinas - SP";60857624;19546510
2020;03;"Paulínia - SP";59927452;76839031
2020;04;"Paulínia - SP";59258418;38850145
2020;02;"Campinas - SP";57792551;12241516
2020;12;"Indaiatuba - SP";57651290;8222780
2020;11;"Indaiatuba - SP";57552185;6451182
2020;06;"Paulínia - SP";56556229;41283013
2020;11;"Paulínia - SP";54512061;31812215
2020;07;"Campinas - SP";53060094;19610612
2020;09;"Paulínia - SP";52080738;28383300
2020;08;"Paulínia - SP";51471359;32929526
2020;12;"Paulínia - SP";51312878;29246643
2020;10;"Indaiatuba - SP";50567390;6531340
2020;04;"Campinas - SP";48259967;12155715
2020;10;"Paulínia - SP";48112526;26440178
2020;05;"Paulínia - SP";46257343;38856135
2020;06;"Campinas - SP";44846925;15299392
2020;07;"Indaiatuba - SP";43418916;6140009
2020;05;"Campinas - SP";41624439;11819890
2020;03;"Indaiatuba - SP";41077122;6769983
2020;09;"Indaiatuba - SP";38551875;6525069
2020;08;"Indaiatuba - SP";32411872;5492588
2020;02;"Sumaré - SP";31830201;4522728
2020;01;"Sumaré - SP";28909322;4335481
2020;02;"Indaiatuba - SP";28677851;5141985
2020;07;"Cosmópolis - SP";28041783;39410681
2020;12;"Sumaré - SP";27794956;5566883
2020;04;"Indaiatuba - SP";27131884;4968291
2020;03;"Vinhedo - SP";27131727;6169313
2020;10;"Vinhedo - SP";26941833;5682502
2020;11;"Vinhedo - SP";26444003;6133772
2020;11;"Sumaré - SP";25954623;4399883
2020;02;"Vinhedo - SP";25210567;5751317
2020;12;"Vinhedo - SP";24811469;5595848
2020;08;"Sumaré - SP";24652388;5164321
2020;10;"Sumaré - SP";24596052;4606150
2020;05;"Indaiatuba - SP";24570220;4682480
2020;08;"Cosmópolis - SP";24558290;24407439
2020;01;"Indaiatuba - SP";23971760;4702232
2020;09;"Vinhedo - SP";23498922;5840606
2020;05;"Vinhedo - SP";23474065;6639611
2020;03;"Sumaré - SP";23349221;4315580
2020;06;"Vinhedo - SP";22845042;7193770
2020;06;"Indaiatuba - SP";22369649;3172070
2020;07;"Vinhedo - SP";21870399;5917562
2020;04;"Vinhedo - SP";21576038;6093227
2020;09;"Sumaré - SP";21524777;4891069
2020;12;"Cosmópolis - SP";21041465;13830108
2020;07;"Sumaré - SP";20531726;9519304
2020;09;"Cosmópolis - SP";20099204;14293716
2020;01;"Vinhedo - SP";19532805;3697285
2020;08;"Vinhedo - SP";19299632;4851389
2020;10;"Cosmópolis - SP";18800690;23855137
2020;05;"Cosmópolis - SP";17472863;10116645
2020;11;"Cosmópolis - SP";17292902;9254187
2020;04;"Sumaré - SP";16288077;3947984
2020;05;"Sumaré - SP";15199479;4146785
2020;06;"Sumaré - SP";14850519;4218509
2020;10;"Santo Antônio de Posse - SP";12873272;1008289
2020;03;"Santo Antônio de Posse - SP";12835260;896272
2020;02;"Itatiba - SP";12375664;1530478
2020;06;"Cosmópolis - SP";12331064;11066516
2020;12;"Santo Antônio de Posse - SP";12127081;961017
2020;10;"Itatiba - SP";11456590;1590675
2020;08;"Itatiba - SP";11348559;2044300
2020;11;"Santo Antônio de Posse - SP";11188716;822493
2020;09;"Itatiba - SP";11100651;1798369
2020;03;"Itatiba - SP";10985476;2079629
2020;07;"Itatiba - SP";10964323;1298182
2020;04;"Cosmópolis - SP";10636131;1366902
2020;11;"Valinhos - SP";10501833;1540590
2020;12;"Valinhos - SP";10478556;1733865
2020;11;"Itatiba - SP";10251454;1726135
2020;09;"Santo Antônio de Posse - SP";10144460;795580
2020;05;"Monte Mor - SP";10014690;3490337
2020;11;"Monte Mor - SP";9826383;2719743
2020;07;"Valinhos - SP";9741493;1132297
2020;12;"Itatiba - SP";9722678;1524666
2020;12;"Monte Mor - SP";9608862;2595285
2020;01;"Cosmópolis - SP";9568509;1969765
2020;08;"Santo Antônio de Posse - SP";9412036;749197
2020;10;"Valinhos - SP";9267641;1371677
2020;03;"Cosmópolis - SP";9081973;1076956
2020;06;"Monte Mor - SP";8963080;2943445
2020;04;"Monte Mor - SP";8834477;2712559
2020;09;"Valinhos - SP";8826293;1394747
2020;06;"Itatiba - SP";7908395;999630
2020;09;"Monte Mor - SP";7895124;2107838
2020;11;"Santa Bárbara d'Oeste - SP";7862104;678619
2020;01;"Itatiba - SP";7832893;1351852
2020;03;"Valinhos - SP";7764530;1306271
2020;06;"Hortolândia - SP";7512403;125503
2020;10;"Nova Odessa - SP";7480068;687351
2020;05;"Santo Antônio de Posse - SP";7347578;681378
2020;01;"Monte Mor - SP";7273774;2144958
2020;12;"Santa Bárbara d'Oeste - SP";7212882;854342
2020;08;"Valinhos - SP";7171438;1094551
2020;02;"Santo Antônio de Posse - SP";7025165;421507
2020;11;"Nova Odessa - SP";7018208;812239
2020;07;"Santo Antônio de Posse - SP";6866297;569535
2020;03;"Santa Bárbara d'Oeste - SP";6835949;1033283
2020;05;"Itatiba - SP";6773841;1075527
2020;01;"Valinhos - SP";6670029;999569
2020;08;"Monte Mor - SP";6660941;1694637
2020;04;"Valinhos - SP";6625701;839960
2020;06;"Valinhos - SP";6518531;1359953
2020;03;"Monte Mor - SP";6516144;2039357
2020;06;"Santo Antônio de Posse - SP";6467808;625716
2020;08;"Santa Bárbara d'Oeste - SP";6323028;629043
2020;02;"Valinhos - SP";6309541;947832
2020;04;"Itatiba - SP";6299099;958855
2020;06;"Santa Bárbara d'Oeste - SP";6273769;923403
2020;07;"Monte Mor - SP";6252547;2011784
2020;03;"Nova Odessa - SP";6215294;563869
2020;12;"Nova Odessa - SP";6125492;891522
2020;10;"Santa Bárbara d'Oeste - SP";6098371;907809
2020;09;"Nova Odessa - SP";6068542;540712
2020;02;"Cosmópolis - SP";5928046;1349035
2020;09;"Santa Bárbara d'Oeste - SP";5910042;718839
2020;10;"Monte Mor - SP";5721202;1779092
2020;02;"Monte Mor - SP";5709029;1711601
2020;04;"Santo Antônio de Posse - SP";5695929;449700
2020;03;"Hortolândia - SP";5672079;263185
2020;07;"Hortolândia - SP";5593742;134313
2020;05;"Hortolândia - SP";5583593;193491
2020;01;"Nova Odessa - SP";5478821;406327
2020;02;"Nova Odessa - SP";5439147;735253
2020;02;"Santa Bárbara d'Oeste - SP";5257127;444874
2020;04;"Nova Odessa - SP";5205995;584999
2020;07;"Santa Bárbara d'Oeste - SP";5167566;665976
2020;08;"Nova Odessa - SP";5164991;428699
2020;05;"Valinhos - SP";5087033;899248
2020;01;"Santa Bárbara d'Oeste - SP";4834856;690901
2020;10;"Hortolândia - SP";4820053;321122
2020;09;"Hortolândia - SP";4539068;268607
2020;11;"Jaguariúna - SP";4537029;877214
2020;09;"Jaguariúna - SP";4513758;745616
2020;10;"Jaguariúna - SP";4497735;949016
2020;12;"Hortolândia - SP";4473421;253367
2020;07;"Jaguariúna - SP";4213661;676655
2020;11;"Hortolândia - SP";4075670;246442
2020;08;"Hortolândia - SP";4062429;228448
2020;06;"Jaguariúna - SP";3778908;435868
2020;02;"Hortolândia - SP";3607504;91786
2020;04;"Hortolândia - SP";3454490;159382
2020;10;"Pedreira - SP";3411908;766123
2020;12;"Jaguariúna - SP";3288811;1119265
2020;01;"Hortolândia - SP";3268966;119505
2020;03;"Jaguariúna - SP";3165830;735902
2020;08;"Jaguariúna - SP";3123576;509061
2020;08;"Pedreira - SP";3076254;729587
2020;09;"Pedreira - SP";3040188;665790
2020;12;"Pedreira - SP";3017959;746846
2020;05;"Jaguariúna - SP";3014007;829038
2020;06;"Nova Odessa - SP";3012920;304564
2020;07;"Nova Odessa - SP";2863368;275219
2020;05;"Pedreira - SP";2817250;656025
2020;05;"Nova Odessa - SP";2649337;242359
2020;04;"Pedreira - SP";2525058;558061
2020;04;"Santa Bárbara d'Oeste - SP";2496623;474812
2020;05;"Artur Nogueira - SP";2435218;3484893
2020;04;"Jaguariúna - SP";2358552;559814
2020;02;"Pedreira - SP";2259024;570699
2020;06;"Pedreira - SP";2250283;512878
2020;11;"Pedreira - SP";2174268;530865
2020;01;"Jaguariúna - SP";2107812;462321
2020;02;"Jaguariúna - SP";2096244;640090
2020;07;"Pedreira - SP";2095890;524274
2020;05;"Santa Bárbara d'Oeste - SP";2053038;298326
2020;10;"Artur Nogueira - SP";1996892;951978
2020;01;"Pedreira - SP";1995560;479161
2020;09;"Artur Nogueira - SP";1945809;713477
2020;03;"Pedreira - SP";1935792;476067
2020;01;"Artur Nogueira - SP";1827344;916818
2020;11;"Artur Nogueira - SP";1409123;592668
2020;03;"Artur Nogueira - SP";1286091;768498
2020;06;"Artur Nogueira - SP";1193092;429238
2020;07;"Artur Nogueira - SP";1089744;237647
2020;12;"Artur Nogueira - SP";1039167;425033
2020;01;"Santo Antônio de Posse - SP";1011194;43809
2020;04;"Artur Nogueira - SP";953232;388221
2020;08;"Artur Nogueira - SP";808193;167787
2020;02;"Artur Nogueira - SP";787571;256611
2020;09;"Holambra - SP";714442;388114
2020;01;"Morungaba - SP";604193;63670
2020;10;"Holambra - SP";523680;148496
2020;08;"Holambra - SP";523531;260340
2020;07;"Holambra - SP";452407;244650
2020;10;"Morungaba - SP";439421;120863
2020;11;"Morungaba - SP";342922;68208
2020;03;"Morungaba - SP";297040;21265
2020;02;"Morungaba - SP";182024;24012
2020;12;"Morungaba - SP";151471;771
2020;07;"Morungaba - SP";148795;6814
2020;05;"Morungaba - SP";119420;1427
2020;03;"Engenheiro Coelho - SP";57760;15999
2020;02;"Engenheiro Coelho - SP";55776;11844
2020;12;"Holambra - SP";55746;17543
2020;01;"Engenheiro Coelho - SP";52938;9894
2020;05;"Holambra - SP";45144;1685
2020;09;"Morungaba - SP";38801;23773
2020;10;"Engenheiro Coelho - SP";35225;6351
2020;06;"Holambra - SP";34692;3369
2020;12;"Engenheiro Coelho - SP";25836;6306
2020;03;"Holambra - SP";24771;1997
2020;09;"Engenheiro Coelho - SP";23666;4422
2020;11;"Engenheiro Coelho - SP";23393;4550
2020;08;"Morungaba - SP";23096;3597
2020;08;"Engenheiro Coelho - SP";20896;6155
2020;04;"Morungaba - SP";18649;2097
2020;11;"Holambra - SP";15904;243
2020;01;"Holambra - SP";10313;161
2020;07;"Engenheiro Coelho - SP";10015;2513
2020;04;"Holambra - SP";8424;142
2020;05;"Engenheiro Coelho - SP";8002;1749
2020;06;"Engenheiro Coelho - SP";7408;2012
2020;02;"Holambra - SP";7088;119
2020;04;"Engenheiro Coelho - SP";5110;2079
2020;06;"Morungaba - SP";2696;18
2019;12;"Campinas - SP";104938645;19119065
2019;10;"Campinas - SP";102434357;18344233
2019;08;"Campinas - SP";102332330;20674223
2019;04;"Campinas - SP";99309834;13480614
2019;09;"Campinas - SP";99171140;17321153
2019;07;"Campinas - SP";97777173;14264631
2019;08;"Paulínia - SP";96545368;79431681
2019;09;"Paulínia - SP";93707506;85647463
2019;05;"Campinas - SP";90596193;13182366
2019;07;"Paulínia - SP";84958448;52993139
2019;03;"Campinas - SP";83023982;12806316
2019;06;"Campinas - SP";81419305;12653996
2019;11;"Campinas - SP";80973363;15359200
2019;04;"Paulínia - SP";79388681;45731506
2019;06;"Paulínia - SP";74370015;43322694
2019;10;"Paulínia - SP";74047590;55898932
2019;02;"Campinas - SP";73757102;14924707
2019;01;"Campinas - SP";72976346;13814410
2019;03;"Paulínia - SP";66456635;36836239
2019;11;"Paulínia - SP";66176310;54677393
2019;05;"Paulínia - SP";63630801;40678085
2019;01;"Paulínia - SP";60063464;40978848
2019;02;"Paulínia - SP";60058015;35047485
2019;12;"Paulínia - SP";58412334;29717916
2019;03;"Indaiatuba - SP";51338293;7643770
2019;02;"Indaiatuba - SP";51095131;6376643
2019;04;"Sumaré - SP";49857497;7142037
2019;11;"Santa Bárbara d'Oeste - SP";48949623;1527952
2019;12;"Indaiatuba - SP";47904577;5305782
2019;09;"Sumaré - SP";44826723;6809866
2019;08;"Santa Bárbara d'Oeste - SP";44753649;3948736
2019;07;"Sumaré - SP";42587662;6016571
2019;05;"Sumaré - SP";42478352;6336996
2019;03;"Sumaré - SP";42178136;6077660
2019;06;"Sumaré - SP";40516380;5823132
2019;05;"Indaiatuba - SP";38757931;5215065
2019;04;"Indaiatuba - SP";38396735;5106192
2019;08;"Sumaré - SP";38020044;5338901
2019;10;"Indaiatuba - SP";37839080;5015901
2019;01;"Sumaré - SP";36999802;5270029
2019;07;"Indaiatuba - SP";35878897;5986723
2019;10;"Sumaré - SP";35437635;5233423
2019;06;"Indaiatuba - SP";34106856;5603710
2019;01;"Indaiatuba - SP";33944077;4249021
2019;08;"Indaiatuba - SP";33764332;4750884
2019;11;"Indaiatuba - SP";33603706;4820372
2019;02;"Sumaré - SP";32573805;5079165
2019;09;"Indaiatuba - SP";31006128;5291463
2019;05;"Vinhedo - SP";30543017;25947358
