"";"SG_UF_MUN";"CO_MUN_GEO";"NO_MUN";"CO_UF"
"1";"AC";1200104;"BRASILEIA";12
"2";"AC";1200385;"PLACIDO DE CASTRO";12
"3";"AC";1200393;"PORTO WALTER";12
"4";"AC";1200054;"ASSIS BRASIL";12
"5";"AC";1200351;"MARECHAL THAUMATURGO";12
"6";"AC";1200179;"CAPIXABA";12
"7";"AC";1200138;"BUJARI";12
"8";"AC";1200013;"ACRELANDIA";12
"9";"AC";1200401;"RIO BRANCO";12
"10";"AC";1200302;"FEIJO";12
"11";"AC";1200328;"JORDAO";12
"12";"AC";1200203;"CRUZEIRO DO SUL";12
"13";"AC";1200252;"EPITACIOLANDIA";12
"14";"AC";1200500;"SENA MADUREIRA";12
"15";"AC";1200609;"TARAUACA";12
"16";"AC";1200450;"SENADOR GUIOMARD";12
"17";"AC";1200344;"MANOEL URBANO";12
"18";"AC";1200336;"MANCIO LIMA";12
"19";"AC";1200807;"PORTO ACRE";12
"20";"AC";1200435;"SANTA ROSA DO PURUS";12
"21";"AC";1200708;"XAPURI";12
"22";"AC";1200427;"RODRIGUES ALVES";12
"23";"AL";2707107;"PIRANHAS";27
"24";"AL";2707206;"POCO DAS TRINCHEIRAS";27
"25";"AL";2707305;"PORTO CALVO";27
"26";"AL";2707404;"PORTO DE PEDRAS";27
"27";"AL";2707503;"PORTO REAL DO COLEGIO";27
"28";"AL";2707602;"QUEBRANGULO";27
"29";"AL";2707701;"RIO LARGO";27
"30";"AL";2707800;"ROTEIRO";27
"31";"AL";2707909;"SANTA LUZIA DO NORTE";27
"32";"AL";2709400;"VICOSA";27
"33";"AL";2700102;"AGUA BRANCA";27
"34";"AL";2700201;"ANADIA";27
"35";"AL";2700300;"ARAPIRACA";27
"36";"AL";2700409;"ATALAIA";27
"37";"AL";2700508;"BARRA DE SANTO ANTONIO";27
"38";"AL";2700607;"BARRA DE SAO MIGUEL";27
"39";"AL";2700706;"BATALHA";27
"40";"AL";2700805;"BELEM";27
"41";"AL";2700904;"BELO MONTE";27
"42";"AL";2701001;"BOCA DA MATA";27
"43";"AL";2701100;"BRANQUINHA";27
"44";"AL";2701209;"CACIMBINHAS";27
"45";"AL";2701308;"CAJUEIRO";27
"46";"AL";2701357;"CAMPESTRE";27
"47";"AL";2701407;"CAMPO ALEGRE";27
"48";"AL";2701506;"CAMPO GRANDE";27
"49";"AL";2701605;"CANAPI";27
"50";"AL";2701704;"CAPELA";27
"51";"AL";2701803;"CARNEIROS";27
"52";"AL";2701902;"CHA PRETA";27
"53";"AL";2702009;"COITE DO NOIA";27
"54";"AL";2702108;"COLONIA LEOPOLDINA";27
"55";"AL";2702207;"COQUEIRO SECO";27
"56";"AL";2702306;"CORURIPE";27
"57";"AL";2702355;"CRAIBAS";27
"58";"AL";2702405;"DELMIRO GOUVEIA";27
"59";"AL";2702504;"DOIS RIACHOS";27
"60";"AL";2702553;"ESTRELA DE ALAGOAS";27
"61";"AL";2702603;"FEIRA GRANDE";27
"62";"AL";2702702;"FELIZ DESERTO";27
"63";"AL";2702801;"FLEXEIRAS";27
"64";"AL";2702900;"GIRAU DO PONCIANO";27
"65";"AL";2703007;"IBATEGUARA";27
"66";"AL";2703106;"IGACI";27
"67";"AL";2703205;"IGREJA NOVA";27
"68";"AL";2703304;"INHAPI";27
"69";"AL";2703403;"JACARE DOS HOMENS";27
"70";"AL";2703502;"JACUIPE";27
"71";"AL";2703601;"JAPARATINGA";27
"72";"AL";2703700;"JARAMATAIA";27
"73";"AL";2703759;"JEQUIA DA PRAIA";27
"74";"AL";2703809;"JOAQUIM GOMES";27
"75";"AL";2703908;"JUNDIA";27
"76";"AL";2704005;"JUNQUEIRO";27
"77";"AL";2704104;"LAGOA DA CANOA";27
"78";"AL";2704203;"LIMOEIRO DE ANADIA";27
"79";"AL";2704302;"MACEIO";27
"80";"AL";2704401;"MAJOR ISIDORO";27
"81";"AL";2704500;"MARAGOGI";27
"82";"AL";2704609;"MARAVILHA";27
"83";"AL";2704708;"MARECHAL DEODORO";27
"84";"AL";2704807;"MARIBONDO";27
"85";"AL";2704906;"MAR VERMELHO";27
"86";"AL";2705002;"MATA GRANDE";27
"87";"AL";2705101;"MATRIZ DE CAMARAGIBE";27
"88";"AL";2705200;"MESSIAS";27
"89";"AL";2705309;"MINADOR DO NEGRAO";27
"90";"AL";2705408;"MONTEIROPOLIS";27
"91";"AL";2705507;"MURICI";27
"92";"AL";2705606;"NOVO LINO";27
"93";"AL";2705705;"OLHO D'AGUA DAS FLORES";27
"94";"AL";2705804;"OLHO D'AGUA DO CASADO";27
"95";"AL";2705903;"OLHO D'AGUA GRANDE";27
"96";"AL";2706000;"OLIVENCA";27
"97";"AL";2706109;"OURO BRANCO";27
"98";"AL";2706208;"PALESTINA";27
"99";"AL";2706307;"PALMEIRA DOS INDIOS";27
"100";"AL";2706406;"PAO DE ACUCAR";27
"101";"AL";2706422;"PARICONHA";27
"102";"AL";2706448;"PARIPUEIRA";27
"103";"AL";2706505;"PASSO DE CAMARAGIBE";27
"104";"AL";2706604;"PAULO JACINTO";27
"105";"AL";2706703;"PENEDO";27
"106";"AL";2706802;"PIACABUCU";27
"107";"AL";2706901;"PILAR";27
"108";"AL";2707008;"PINDOBA";27
"109";"AL";2709103;"TAQUARANA";27
"110";"AL";2709152;"TEOTONIO VILELA";27
"111";"AL";2709202;"TRAIPU";27
"112";"AL";2709301;"UNIAO DOS PALMARES";27
"113";"AL";2708204;"SAO BRAS";27
"114";"AL";2708303;"SAO JOSE DA LAJE";27
"115";"AL";2708402;"SAO JOSE DA TAPERA";27
"116";"AL";2708501;"SAO LUIS DO QUITUNDE";27
"117";"AL";2708600;"SAO MIGUEL DOS CAMPOS";27
"118";"AL";2708709;"SAO MIGUEL DOS MILAGRES";27
"119";"AL";2708808;"SAO SEBASTIAO";27
"120";"AL";2708907;"SATUBA";27
"121";"AL";2708956;"SENADOR RUI PALMEIRA";27
"122";"AL";2709004;"TANQUE D'ARCA";27
"123";"AL";2708006;"SANTANA DO IPANEMA";27
"124";"AL";2708105;"SANTANA DO MUNDAU";27
"125";"AM";1300409;"BARCELOS";13
"126";"AM";1300300;"AUTAZES";13
"127";"AM";1304237;"TONANTINS";13
"128";"AM";1300508;"BARREIRINHA";13
"129";"AM";1300201;"ATALAIA DO NORTE";13
"130";"AM";1300631;"BERURI";13
"131";"AM";1304260;"UARINI";13
"132";"AM";1300607;"BENJAMIN CONSTANT";13
"133";"AM";1304203;"TEFE";13
"134";"AM";1302009;"ITAPIRANGA";13
"135";"AM";1304401;"URUCURITUBA";13
"136";"AM";1302207;"JURUA";13
"137";"AM";1301506;"ENVIRA";13
"138";"AM";1301605;"FONTE BOA";13
"139";"AM";1302108;"JAPURA";13
"140";"AM";1300706;"BOCA DO ACRE";13
"141";"AM";1300805;"BORBA";13
"142";"AM";1300839;"CAAPIRANGA";13
"143";"AM";1300904;"CANUTAMA";13
"144";"AM";1301001;"CARAUARI";13
"145";"AM";1304302;"URUCARA";13
"146";"AM";1301951;"ITAMARATI";13
"147";"AM";1303205;"NOVO AIRAO";13
"148";"AM";1303304;"NOVO ARIPUANA";13
"149";"AM";1303403;"PARINTINS";13
"150";"AM";1303502;"PAUINI";13
"151";"AM";1303536;"PRESIDENTE FIGUEIREDO";13
"152";"AM";1300680;"BOA VISTA DO RAMOS";13
"153";"AM";1303601;"SANTA ISABEL DO RIO NEGRO";13
"154";"AM";1301654;"GUAJARA";13
"155";"AM";1301704;"HUMAITA";13
"156";"AM";1301803;"IPIXUNA";13
"157";"AM";1301852;"IRANDUBA";13
"158";"AM";1304005;"SILVES";13
"159";"AM";1301100;"CAREIRO";13
"160";"AM";1301159;"CAREIRO DA VARZEA";13
"161";"AM";1301209;"COARI";13
"162";"AM";1301308;"CODAJAS";13
"163";"AM";1301407;"EIRUNEPE";13
"164";"AM";1302306;"JUTAI";13
"165";"AM";1303569;"RIO PRETO DA EVA";13
"166";"AM";1302405;"LABREA";13
"167";"AM";1303700;"SANTO ANTONIO DO ICA";13
"168";"AM";1303809;"SAO GABRIEL DA CACHOEIRA";13
"169";"AM";1303908;"SAO PAULO DE OLIVENCA";13
"170";"AM";1303957;"SAO SEBASTIAO DO UATUMA";13
"171";"AM";1300060;"AMATURA";13
"172";"AM";1301902;"ITACOATIARA";13
"173";"AM";1300102;"ANORI";13
"174";"AM";1300144;"APUI";13
"175";"AM";1303106;"NOVA OLINDA DO NORTE";13
"176";"AM";1302504;"MANACAPURU";13
"177";"AM";1300086;"ANAMA";13
"178";"AM";1302553;"MANAQUIRI";13
"179";"AM";1300029;"ALVARAES";13
"180";"AM";1302702;"MANICORE";13
"181";"AM";1302603;"MANAUS";13
"182";"AM";1304062;"TABATINGA";13
"183";"AM";1304104;"TAPAUA";13
"184";"AM";1303007;"NHAMUNDA";13
"185";"AM";1302801;"MARAA";13
"186";"AM";1302900;"MAUES";13
"187";"AP";1600238;"FERREIRA GOMES";16
"188";"AP";1600279;"LARANJAL DO JARI";16
"189";"AP";1600212;"CUTIAS";16
"190";"AP";1600055;"SERRA DO NAVIO";16
"191";"AP";1600204;"CALCOENE";16
"192";"AP";1600501;"OIAPOQUE";16
"193";"AP";1600535;"PORTO GRANDE";16
"194";"AP";1600154;"PEDRA BRANCA DO AMAPARI";16
"195";"AP";1600253;"ITAUBAL";16
"196";"AP";1600600;"SANTANA";16
"197";"AP";1600303;"MACAPA";16
"198";"AP";1600808;"VITORIA DO JARI";16
"199";"AP";1600105;"AMAPA";16
"200";"AP";1600402;"MAZAGAO";16
"201";"AP";1600709;"TARTARUGALZINHO";16
"202";"AP";1600550;"PRACUUBA";16
"203";"BA";2922300;"MURITIBA";32
"204";"BA";2922409;"MUTUIPE";32
"205";"BA";2922656;"NORDESTINA";32
"206";"BA";2922706;"NOVA CANAA";32
"207";"BA";2922508;"NAZARE";32
"208";"BA";2922607;"NILO PECANHA";32
"209";"BA";2902054;"ARACAS";32
"210";"BA";2901908;"APORA";32
"211";"BA";2901957;"APUAREMA";32
"212";"BA";2902005;"ARACATU";32
"213";"BA";2902302;"ARATUIPE";32
"214";"BA";2902104;"ARACI";32
"215";"BA";2902203;"ARAMARI";32
"216";"BA";2902252;"ARATACA";32
"217";"BA";2923902;"PAU BRASIL";32
"218";"BA";2902401;"AURELINO LEAL";32
"219";"BA";2901809;"ANTONIO GONCALVES";32
"220";"BA";2925105;"POCOES";32
"221";"BA";2925204;"POJUCA";32
"222";"BA";2925253;"PONTO NOVO";32
"223";"BA";2925303;"PORTO SEGURO";32
"224";"BA";2925402;"POTIRAGUA";32
"225";"BA";2925501;"PRADO";32
"226";"BA";2925600;"PRESIDENTE DUTRA";32
"227";"BA";2925709;"PRESIDENTE JANIO QUADROS";32
"228";"BA";2925758;"PRESIDENTE TANCREDO NEVES";32
"229";"BA";2902500;"BAIANOPOLIS";32
"230";"BA";2902609;"BAIXA GRANDE";32
"231";"BA";2902658;"BANZAE";32
"232";"BA";2902708;"BARRA";32
"233";"BA";2902807;"BARRA DA ESTIVA";32
"234";"BA";2902906;"BARRA DO CHOCA";32
"235";"BA";2903003;"BARRA DO MENDES";32
"236";"BA";2903102;"BARRA DO ROCHA";32
"237";"BA";2903201;"BARREIRAS";32
"238";"BA";2903235;"BARRO ALTO";32
"239";"BA";2903276;"BARROCAS";32
"240";"BA";2903300;"BARRO PRETO";32
"241";"BA";2903409;"BELMONTE";32
"242";"BA";2903508;"BELO CAMPO";32
"243";"BA";2903607;"BIRITINGA";32
"244";"BA";2903706;"BOA NOVA";32
"245";"BA";2903805;"BOA VISTA DO TUPIM";32
"246";"BA";2924009;"PAULO AFONSO";32
"247";"BA";2924058;"PE DE SERRA";32
"248";"BA";2924108;"PEDRAO";32
"249";"BA";2924207;"PEDRO ALEXANDRE";32
"250";"BA";2924306;"PIATA";32
"251";"BA";2924405;"PILAO ARCADO";32
"252";"BA";2924504;"PINDAI";32
"253";"BA";2924603;"PINDOBACU";32
"254";"BA";2924652;"PINTADAS";32
"255";"BA";2924678;"PIRAI DO NORTE";32
"256";"BA";2924702;"PIRIPA";32
"257";"BA";2924801;"PIRITIBA";32
"258";"BA";2924900;"PLANALTINO";32
"259";"BA";2925006;"PLANALTO";32
"260";"BA";2920452;"MANSIDAO";32
"261";"BA";2920502;"MARACAS";32
"262";"BA";2920601;"MARAGOGIPE";32
"263";"BA";2920700;"MARAU";32
"264";"BA";2920809;"MARCIONILIO SOUZA";32
"265";"BA";2920908;"MASCOTE";32
"266";"BA";2921005;"MATA DE SAO JOAO";32
"267";"BA";2921054;"MATINA";32
"268";"BA";2921104;"MEDEIROS NETO";32
"269";"BA";2921203;"MIGUEL CALMON";32
"270";"BA";2921302;"MILAGRES";32
"271";"BA";2921401;"MIRANGABA";32
"272";"BA";2921450;"MIRANTE";32
"273";"BA";2921500;"MONTE SANTO";32
"274";"BA";2921609;"MORPARA";32
"275";"BA";2921708;"MORRO DO CHAPEU";32
"276";"BA";2921807;"MORTUGABA";32
"277";"BA";2921906;"MUCUGE";32
"278";"BA";2922003;"MUCURI";32
"279";"BA";2922052;"MULUNGU DO MORRO";32
"280";"BA";2922102;"MUNDO NOVO";32
"281";"BA";2922201;"MUNIZ FERREIRA";32
"282";"BA";2922250;"MUQUEM DE SAO FRANCISCO";32
"283";"BA";2900355;"ADUSTINA";32
"284";"BA";2900405;"AGUA FRIA";32
"285";"BA";2900504;"ERICO CARDOSO";32
"286";"BA";2900603;"AIQUARA";32
"287";"BA";2900702;"ALAGOINHAS";32
"288";"BA";2900801;"ALCOBACA";32
"289";"BA";2900900;"ALMADINA";32
"290";"BA";2901007;"AMARGOSA";32
"291";"BA";2901106;"AMELIA RODRIGUES";32
"292";"BA";2901155;"AMERICA DOURADA";32
"293";"BA";2901205;"ANAGE";32
"294";"BA";2901304;"ANDARAI";32
"295";"BA";2901353;"ANDORINHA";32
"296";"BA";2901403;"ANGICAL";32
"297";"BA";2901502;"ANGUERA";32
"298";"BA";2901601;"ANTAS";32
"299";"BA";2901700;"ANTONIO CARDOSO";32
"300";"BA";2932309;"UBATA";32
"301";"BA";2932408;"UIBAI";32
"302";"BA";2932457;"UMBURANAS";32
"303";"BA";2932507;"UNA";32
"304";"BA";2932606;"URANDI";32
"305";"BA";2932705;"URUCUCA";32
"306";"BA";2932804;"UTINGA";32
"307";"BA";2932903;"VALENCA";32
"308";"BA";2933000;"VALENTE";32
"309";"BA";2933059;"VARZEA DA ROCA";32
"310";"BA";2922730;"NOVA FATIMA";32
"311";"BA";2922755;"NOVA IBIA";32
"312";"BA";2922805;"NOVA ITARANA";32
"313";"BA";2922854;"NOVA REDENCAO";32
"314";"BA";2922904;"NOVA SOURE";32
"315";"BA";2923001;"NOVA VICOSA";32
"316";"BA";2923035;"NOVO HORIZONTE";32
"317";"BA";2923050;"NOVO TRIUNFO";32
"318";"BA";2923100;"OLINDINA";32
"319";"BA";2923209;"OLIVEIRA DOS BREJINHOS";32
"320";"BA";2923308;"OURICANGAS";32
"321";"BA";2923357;"OUROLANDIA";32
"322";"BA";2923407;"PALMAS DE MONTE ALTO";32
"323";"BA";2923506;"PALMEIRAS";32
"324";"BA";2923605;"PARAMIRIM";32
"325";"BA";2923704;"PARATINGA";32
"326";"BA";2923803;"PARIPIRANGA";32
"327";"BA";2916104;"ITAPARICA";32
"328";"BA";2916203;"ITAPE";32
"329";"BA";2916302;"ITAPEBI";32
"330";"BA";2916401;"ITAPETINGA";32
"331";"BA";2916500;"ITAPICURU";32
"332";"BA";2916609;"ITAPITANGA";32
"333";"BA";2916708;"ITAQUARA";32
"334";"BA";2916807;"ITARANTIM";32
"335";"BA";2916856;"ITATIM";32
"336";"BA";2916906;"ITIRUCU";32
"337";"BA";2917003;"ITIUBA";32
"338";"BA";2917102;"ITORORO";32
"339";"BA";2917201;"ITUACU";32
"340";"BA";2917300;"ITUBERA";32
"341";"BA";2917334;"IUIU";32
"342";"BA";2917359;"JABORANDI";32
"343";"BA";2917409;"JACARACI";32
"344";"BA";2906907;"CARAVELAS";32
"345";"BA";2907004;"CARDEAL DA SILVA";32
"346";"BA";2926202;"RIACHAO DAS NEVES";32
"347";"BA";2926301;"RIACHAO DO JACUIPE";32
"348";"BA";2926400;"RIACHO DE SANTANA";32
"349";"BA";2926509;"RIBEIRA DO AMPARO";32
"350";"BA";2925808;"QUEIMADAS";32
"351";"BA";2925907;"QUIJINGUE";32
"352";"BA";2925931;"QUIXABEIRA";32
"353";"BA";2925956;"RAFAEL JAMBEIRO";32
"354";"BA";2926004;"REMANSO";32
"355";"BA";2926103;"RETIROLANDIA";32
"356";"BA";2918605;"JUSSIAPE";32
"357";"BA";2918704;"LAFAIETE COUTINHO";32
"358";"BA";2918753;"LAGOA REAL";32
"359";"BA";2918803;"LAJE";32
"360";"BA";2918902;"LAJEDAO";32
"361";"BA";2919009;"LAJEDINHO";32
"362";"BA";2919058;"LAJEDO DO TABOCAL";32
"363";"BA";2919108;"LAMARAO";32
"364";"BA";2919157;"LAPAO";32
"365";"BA";2919207;"LAURO DE FREITAS";32
"366";"BA";2919306;"LENCOIS";32
"367";"BA";2919405;"LICINIO DE ALMEIDA";32
"368";"BA";2919504;"LIVRAMENTO DE NOSSA SENHORA";32
"369";"BA";2919553;"LUIS EDUARDO MAGALHAES";32
"370";"BA";2919603;"MACAJUBA";32
"371";"BA";2919702;"MACARANI";32
"372";"BA";2919801;"MACAUBAS";32
"373";"BA";2919900;"MACURURE";32
"374";"BA";2919926;"MADRE DE DEUS";32
"375";"BA";2919959;"MAETINGA";32
"376";"BA";2920007;"MAIQUINIQUE";32
"377";"BA";2920106;"MAIRI";32
"378";"BA";2920205;"MALHADA";32
"379";"BA";2920304;"MALHADA DE PEDRAS";32
"380";"BA";2920403;"MANOEL VITORINO";32
"381";"BA";2929255;"SAO GABRIEL";32
"382";"BA";2929305;"SAO GONCALO DOS CAMPOS";32
"383";"BA";2929354;"SAO JOSE DA VITORIA";32
"384";"BA";2929370;"SAO JOSE DO JACUIPE";32
"385";"BA";2929404;"SAO MIGUEL DAS MATAS";32
"386";"BA";2929503;"SAO SEBASTIAO DO PASSE";32
"387";"BA";2929602;"SAPEACU";32
"388";"BA";2929701;"SATIRO DIAS";32
"389";"BA";2929750;"SAUBARA";32
"390";"BA";2929800;"SAUDE";32
"391";"BA";2929909;"SEABRA";32
"392";"BA";2930006;"SEBASTIAO LARANJEIRAS";32
"393";"BA";2930105;"SENHOR DO BONFIM";32
"394";"BA";2930154;"SERRA DO RAMALHO";32
"395";"BA";2930204;"SENTO SE";32
"396";"BA";2930303;"SERRA DOURADA";32
"397";"BA";2930402;"SERRA PRETA";32
"398";"BA";2930501;"SERRINHA";32
"399";"BA";2930600;"SERROLANDIA";32
"400";"BA";2930709;"SIMOES FILHO";32
"401";"BA";2930758;"SITIO DO MATO";32
"402";"BA";2930766;"SITIO DO QUINTO";32
"403";"BA";2930774;"SOBRADINHO";32
"404";"BA";2930808;"SOUTO SOARES";32
"405";"BA";2930907;"TABOCAS DO BREJO VELHO";32
"406";"BA";2931004;"TANHACU";32
"407";"BA";2931053;"TANQUE NOVO";32
"408";"BA";2931103;"TANQUINHO";32
"409";"BA";2931202;"TAPEROA";32
"410";"BA";2931301;"TAPIRAMUTA";32
"411";"BA";2931350;"TEIXEIRA DE FREITAS";32
"412";"BA";2931400;"TEODORO SAMPAIO";32
"413";"BA";2931509;"TEOFILANDIA";32
"414";"BA";2931608;"TEOLANDIA";32
"415";"BA";2931707;"TERRA NOVA";32
"416";"BA";2931806;"TREMEDAL";32
"417";"BA";2931905;"TUCANO";32
"418";"BA";2932002;"UAUA";32
"419";"BA";2932101;"UBAIRA";32
"420";"BA";2932200;"UBAITABA";32
"421";"BA";2913507;"IGUAI";32
"422";"BA";2913606;"ILHEUS";32
"423";"BA";2913705;"INHAMBUPE";32
"424";"BA";2913804;"IPECAETA";32
"425";"BA";2913903;"IPIAU";32
"426";"BA";2914000;"IPIRA";32
"427";"BA";2914109;"IPUPIARA";32
"428";"BA";2914208;"IRAJUBA";32
"429";"BA";2914307;"IRAMAIA";32
"430";"BA";2914406;"IRAQUARA";32
"431";"BA";2914505;"IRARA";32
"432";"BA";2914604;"IRECE";32
"433";"BA";2914653;"ITABELA";32
"434";"BA";2914703;"ITABERABA";32
"435";"BA";2914802;"ITABUNA";32
"436";"BA";2914901;"ITACARE";32
"437";"BA";2915007;"ITAETE";32
"438";"BA";2915106;"ITAGI";32
"439";"BA";2915205;"ITAGIBA";32
"440";"BA";2915304;"ITAGIMIRIM";32
"441";"BA";2915353;"ITAGUACU DA BAHIA";32
"442";"BA";2915403;"ITAJU DO COLONIA";32
"443";"BA";2915502;"ITAJUIPE";32
"444";"BA";2915601;"ITAMARAJU";32
"445";"BA";2915700;"ITAMARI";32
"446";"BA";2915809;"ITAMBE";32
"447";"BA";2915908;"ITANAGRA";32
"448";"BA";2916005;"ITANHEM";32
"449";"BA";2903904;"BOM JESUS DA LAPA";32
"450";"BA";2903953;"BOM JESUS DA SERRA";32
"451";"BA";2904001;"BONINAL";32
"452";"BA";2904050;"BONITO";32
"453";"BA";2904100;"BOQUIRA";32
"454";"BA";2904209;"BOTUPORA";32
"455";"BA";2904308;"BREJOES";32
"456";"BA";2904407;"BREJOLANDIA";32
"457";"BA";2904506;"BROTAS DE MACAUBAS";32
"458";"BA";2904605;"BRUMADO";32
"459";"BA";2904704;"BUERAREMA";32
"460";"BA";2904753;"BURITIRAMA";32
"461";"BA";2904803;"CAATIBA";32
"462";"BA";2904852;"CABACEIRAS DO PARAGUACU";32
"463";"BA";2904902;"CACHOEIRA";32
"464";"BA";2905008;"CACULE";32
"465";"BA";2917508;"JACOBINA";32
"466";"BA";2917607;"JAGUAQUARA";32
"467";"BA";2917706;"JAGUARARI";32
"468";"BA";2917805;"JAGUARIPE";32
"469";"BA";2917904;"JANDAIRA";32
"470";"BA";2918001;"JEQUIE";32
"471";"BA";2926608;"RIBEIRA DO POMBAL";32
"472";"BA";2926657;"RIBEIRAO DO LARGO";32
"473";"BA";2926707;"RIO DE CONTAS";32
"474";"BA";2926806;"RIO DO ANTONIO";32
"475";"BA";2926905;"RIO DO PIRES";32
"476";"BA";2927002;"RIO REAL";32
"477";"BA";2927101;"RODELAS";32
"478";"BA";2927200;"RUY BARBOSA";32
"479";"BA";2927309;"SALINAS DA MARGARIDA";32
"480";"BA";2927408;"SALVADOR";32
"481";"BA";2927507;"SANTA BARBARA";32
"482";"BA";2927606;"SANTA BRIGIDA";32
"483";"BA";2927705;"SANTA CRUZ CABRALIA";32
"484";"BA";2927804;"SANTA CRUZ DA VITORIA";32
"485";"BA";2927903;"SANTA INES";32
"486";"BA";2928000;"SANTALUZ";32
"487";"BA";2928059;"SANTA LUZIA";32
"488";"BA";2928109;"SANTA MARIA DA VITORIA";32
"489";"BA";2928208;"SANTANA";32
"490";"BA";2928307;"SANTANOPOLIS";32
"491";"BA";2928406;"SANTA RITA DE CASSIA";32
"492";"BA";2928505;"SANTA TERESINHA";32
"493";"BA";2928604;"SANTO AMARO";32
"494";"BA";2928703;"SANTO ANTONIO DE JESUS";32
"495";"BA";2928802;"SANTO ESTEVAO";32
"496";"BA";2928901;"SAO DESIDERIO";32
"497";"BA";2928950;"SAO DOMINGOS";32
"498";"BA";2929008;"SAO FELIX";32
"499";"BA";2929057;"SAO FELIX DO CORIBE";32
"500";"BA";2929107;"SAO FELIPE";32
"501";"BA";2929206;"SAO FRANCISCO DO CONDE";32
"502";"BA";2910305;"ELISIO MEDRADO";32
"503";"BA";2910404;"ENCRUZILHADA";32
"504";"BA";2910503;"ENTRE RIOS";32
"505";"BA";2910602;"ESPLANADA";32
"506";"BA";2910701;"EUCLIDES DA CUNHA";32
"507";"BA";2910727;"EUNAPOLIS";32
"508";"BA";2910750;"FATIMA";32
"509";"BA";2910776;"FEIRA DA MATA";32
"510";"BA";2910800;"FEIRA DE SANTANA";32
"511";"BA";2910859;"FILADELFIA";32
"512";"BA";2910909;"FIRMINO ALVES";32
"513";"BA";2911006;"FLORESTA AZUL";32
"514";"BA";2911105;"FORMOSA DO RIO PRETO";32
"515";"BA";2911204;"GANDU";32
"516";"BA";2911253;"GAVIAO";32
"517";"BA";2911303;"GENTIO DO OURO";32
"518";"BA";2911402;"GLORIA";32
"519";"BA";2911501;"GONGOGI";32
"520";"BA";2911600;"GOVERNADOR MANGABEIRA";32
"521";"BA";2911659;"GUAJERU";32
"522";"BA";2911709;"GUANAMBI";32
"523";"BA";2900108;"ABAIRA";32
"524";"BA";2900207;"ABARE";32
"525";"BA";2900306;"ACAJUTIBA";32
"526";"BA";2912004;"IBIASSUCE";32
"527";"BA";2912103;"IBICARAI";32
"528";"BA";2912202;"IBICOARA";32
"529";"BA";2912301;"IBICUI";32
"530";"BA";2912400;"IBIPEBA";32
"531";"BA";2912509;"IBIPITANGA";32
"532";"BA";2912608;"IBIQUERA";32
"533";"BA";2912707;"IBIRAPITANGA";32
"534";"BA";2912806;"IBIRAPUA";32
"535";"BA";2912905;"IBIRATAIA";32
"536";"BA";2913002;"IBITIARA";32
"537";"BA";2913101;"IBITITA";32
"538";"BA";2913200;"IBOTIRAMA";32
"539";"BA";2913309;"ICHU";32
"540";"BA";2913408;"IGAPORA";32
"541";"BA";2913457;"IGRAPIUNA";32
"542";"BA";2910206;"DOM MACEDO COSTA";32
"543";"BA";2933158;"VARZEA NOVA";32
"544";"BA";2933174;"VARZEDO";32
"545";"BA";2933208;"VERA CRUZ";32
"546";"BA";2905107;"CAEM";32
"547";"BA";2905156;"CAETANOS";32
"548";"BA";2905206;"CAETITE";32
"549";"BA";2905305;"CAFARNAUM";32
"550";"BA";2905404;"CAIRU";32
"551";"BA";2905503;"CALDEIRAO GRANDE";32
"552";"BA";2918100;"JEREMOABO";32
"553";"BA";2918209;"JIQUIRICA";32
"554";"BA";2918308;"JITAUNA";32
"555";"BA";2933109;"VARZEA DO POCO";32
"556";"BA";2906857;"CAPELA DO ALTO ALEGRE";32
"557";"BA";2906873;"CAPIM GROSSO";32
"558";"BA";2906899;"CARAIBAS";32
"559";"BA";2933257;"VEREDA";32
"560";"BA";2933307;"VITORIA DA CONQUISTA";32
"561";"BA";2933406;"WAGNER";32
"562";"BA";2933455;"WANDERLEY";32
"563";"BA";2933505;"WENCESLAU GUIMARAES";32
"564";"BA";2933604;"XIQUE-XIQUE";32
"565";"BA";2906600;"CANDIBA";32
"566";"BA";2906709;"CANDIDO SALES";32
"567";"BA";2906808;"CANSANCAO";32
"568";"BA";2906824;"CANUDOS";32
"569";"BA";2918357;"JOAO DOURADO";32
"570";"BA";2918407;"JUAZEIRO";32
"571";"BA";2918456;"JUCURUCU";32
"572";"BA";2909307;"CORRENTINA";32
"573";"BA";2909406;"COTEGIPE";32
"574";"BA";2909505;"CRAVOLANDIA";32
"575";"BA";2909604;"CRISOPOLIS";32
"576";"BA";2909703;"CRISTOPOLIS";32
"577";"BA";2909802;"CRUZ DAS ALMAS";32
"578";"BA";2909901;"CURACA";32
"579";"BA";2910008;"DARIO MEIRA";32
"580";"BA";2910057;"DIAS D'AVILA";32
"581";"BA";2910107;"DOM BASILIO";32
"582";"BA";2908804;"CONTENDAS DO SINCORA";32
"583";"BA";2908903;"CORACAO DE MARIA";32
"584";"BA";2909000;"CORDEIROS";32
"585";"BA";2918506;"JUSSARA";32
"586";"BA";2918555;"JUSSARI";32
"587";"BA";2908101;"COCOS";32
"588";"BA";2908200;"CONCEICAO DA FEIRA";32
"589";"BA";2908309;"CONCEICAO DO ALMEIDA";32
"590";"BA";2907103;"CARINHANHA";32
"591";"BA";2907202;"CASA NOVA";32
"592";"BA";2907301;"CASTRO ALVES";32
