"";"SG_UF_MUN";"CO_MUN_GEO";"NO_MUN";"CO_UF"
"4202";"RS";4314076;"PASSO DO SOBRADO";45
"4203";"RS";4314100;"PASSO FUNDO";45
"4204";"RS";4314134;"PAULO BENTO";45
"4205";"RS";4314159;"PAVERAMA";45
"4206";"RS";4314175;"PEDRAS ALTAS";45
"4207";"RS";4314209;"PEDRO OSORIO";45
"4208";"RS";4306502;"DOM FELICIANO";45
"4209";"RS";4306551;"DOM PEDRO DE ALCANTARA";45
"4210";"RS";4306601;"DOM PEDRITO";45
"4211";"RS";4306700;"DONA FRANCISCA";45
"4212";"RS";4306734;"DOUTOR MAURICIO CARDOSO";45
"4213";"RS";4322533;"VALE DO SOL";45
"4214";"RS";4322541;"VALE REAL";45
"4215";"RS";4322558;"VANINI";45
"4216";"RS";4301701;"BARAO DE COTEGIPE";45
"4217";"RS";4301750;"BARAO DO TRIUNFO";45
"4218";"RS";4301800;"BARRACAO";45
"4219";"RS";4301859;"BARRA DO GUARITA";45
"4220";"RS";4301875;"BARRA DO QUARAI";45
"4221";"RS";4301909;"BARRA DO RIBEIRO";45
"4222";"RS";4301925;"BARRA DO RIO AZUL";45
"4223";"RS";4301958;"BARRA FUNDA";45
"4224";"RS";4302006;"BARROS CASSAL";45
"4225";"RS";4302055;"BENJAMIN CONSTANT DO SUL";45
"4226";"RS";4302105;"BENTO GONCALVES";45
"4227";"RS";4302154;"BOA VISTA DAS MISSOES";45
"4228";"RS";4302204;"BOA VISTA DO BURICA";45
"4229";"RS";4302220;"BOA VISTA DO CADEADO";45
"4230";"RS";4302238;"BOA VISTA DO INCRA";45
"4231";"RS";4302253;"BOA VISTA DO SUL";45
"4232";"RS";4302303;"BOM JESUS";45
"4233";"RS";4302352;"BOM PRINCIPIO";45
"4234";"RS";4319307;"SAO PAULO DAS MISSOES";45
"4235";"RS";4319356;"SAO PEDRO DA SERRA";45
"4236";"RS";4319364;"SAO PEDRO DAS MISSOES";45
"4237";"RS";4319372;"SAO PEDRO DO BUTIA";45
"4238";"RS";4319406;"SAO PEDRO DO SUL";45
"4239";"RS";4319505;"SAO SEBASTIAO DO CAI";45
"4240";"RS";4319604;"SAO SEPE";45
"4241";"RS";4319703;"SAO VALENTIM";45
"4242";"RS";4319711;"SAO VALENTIM DO SUL";45
"4243";"RS";4321709;"TRES COROAS";45
"4244";"RS";4321808;"TRES DE MAIO";45
"4245";"RS";4321832;"TRES FORQUILHAS";45
"4246";"RS";4310553;"ITACURUBI";45
"4247";"RS";4321956;"TRINDADE DO SUL";45
"4248";"RS";4322004;"TRIUNFO";45
"4249";"RS";4322103;"TUCUNDUVA";45
"4250";"RS";4322152;"TUNAS";45
"4251";"RS";4322186;"TUPANCI DO SUL";45
"4252";"RS";4322202;"TUPANCIRETA";45
"4253";"RS";4322251;"TUPANDI";45
"4254";"RS";4322301;"TUPARENDI";45
"4255";"RS";4322327;"TURUCU";45
"4256";"RS";4322343;"UBIRETAMA";45
"4257";"RS";4320503;"SERTAO";45
"4258";"RS";4320552;"SERTAO SANTANA";45
"4259";"RS";4320578;"SETE DE SETEMBRO";45
"4260";"RS";4320602;"SEVERIANO DE ALMEIDA";45
"4261";"RS";4309258;"GUABIJU";45
"4262";"RS";4309308;"GUAIBA";45
"4263";"RS";4309407;"GUAPORE";45
"4264";"RS";4309506;"GUARANI DAS MISSOES";45
"4265";"RS";4309555;"HARMONIA";45
"4266";"RS";4309571;"HERVEIRAS";45
"4267";"RS";4309605;"HORIZONTINA";45
"4268";"RS";4309654;"HULHA NEGRA";45
"4269";"RS";4309704;"HUMAITA";45
"4270";"RS";4309753;"IBARAMA";45
"4271";"RS";4309803;"IBIACA";45
"4272";"RS";4309902;"IBIRAIARAS";45
"4273";"RS";4309951;"IBIRAPUITA";45
"4274";"RS";4310009;"IBIRUBA";45
"4275";"RS";4310108;"IGREJINHA";45
"4276";"RS";4310207;"IJUI";45
"4277";"RS";4310306;"ILOPOLIS";45
"4278";"RS";4310330;"IMBE";45
"4279";"RS";4321501;"TORRES";45
"4280";"RS";4321600;"TRAMANDAI";45
"4281";"RS";4321634;"TRES ARROIOS";45
"4282";"RS";4321667;"TRES CACHOEIRAS";45
"4283";"RS";4300877;"ARARICA";45
"4284";"RS";4300901;"ARATIBA";45
"4285";"RS";4301008;"ARROIO DO MEIO";45
"4286";"RS";4301057;"ARROIO DO SAL";45
"4287";"RS";4301073;"ARROIO DO PADRE";45
"4288";"RS";4301107;"ARROIO DOS RATOS";45
"4289";"RS";4301206;"ARROIO DO TIGRE";45
"4290";"RS";4301305;"ARROIO GRANDE";45
"4291";"RS";4301404;"ARVOREZINHA";45
"4292";"RS";4301503;"AUGUSTO PESTANA";45
"4293";"RS";4301552;"AUREA";45
"4294";"RS";4301602;"BAGE";45
"4295";"RS";4301636;"BALNEARIO PINHAL";45
"4296";"RS";4301651;"BARAO";45
"4297";"RS";4322350;"UNIAO DA SERRA";45
"4298";"RS";4322376;"UNISTALDA";45
"4299";"RS";4322400;"URUGUAIANA";45
"4300";"RS";4322509;"VACARIA";45
"4301";"RS";4322525;"VALE VERDE";45
"4302";"RS";4305009;"CATUIPE";45
"4303";"RS";4305108;"CAXIAS DO SUL";45
"4304";"RS";4305116;"CENTENARIO";45
"4305";"RS";4305124;"CERRITO";45
"4306";"RS";4316501;"SALVADOR DO SUL";45
"4307";"RS";4316600;"SANANDUVA";45
"4308";"RS";4316709;"SANTA BARBARA DO SUL";45
"4309";"RS";4316733;"SANTA CECILIA DO SUL";45
"4310";"RS";4316758;"SANTA CLARA DO SUL";45
"4311";"RS";4316808;"SANTA CRUZ DO SUL";45
"4312";"RS";4316907;"SANTA MARIA";45
"4313";"RS";4316956;"SANTA MARIA DO HERVAL";45
"4314";"RS";4316972;"SANTA MARGARIDA DO SUL";45
"4315";"RS";4317004;"SANTANA DA BOA VISTA";45
"4316";"RS";4317103;"SANTANA DO LIVRAMENTO";45
"4317";"RS";4317202;"SANTA ROSA";45
"4318";"RS";4317251;"SANTA TEREZA";45
"4319";"RS";4317301;"SANTA VITORIA DO PALMAR";45
"4320";"RS";4317400;"SANTIAGO";45
"4321";"RS";4317509;"SANTO ANGELO";45
"4322";"RS";4300851;"ARAMBARE";45
"4323";"RS";4321626;"TRAVESSEIRO";45
"4324";"RS";4304309;"CANDIDO GODOI";45
"4325";"RS";4304358;"CANDIOTA";45
"4326";"RS";4304408;"CANELA";45
"4327";"RS";4321857;"TRES PALMEIRAS";45
"4328";"RS";4321907;"TRES PASSOS";45
"4329";"RS";4304614;"CANUDOS DO VALE";45
"4330";"RS";4304622;"CAPAO BONITO DO SUL";45
"4331";"RS";4304630;"CAPAO DA CANOA";45
"4332";"RS";4304655;"CAPAO DO CIPO";45
"4333";"RS";4304663;"CAPAO DO LEAO";45
"4334";"RS";4304671;"CAPIVARI DO SUL";45
"4335";"RS";4304689;"CAPELA DE SANTANA";45
"4336";"RS";4304697;"CAPITAO";45
"4337";"RS";4304713;"CARAA";45
"4338";"RS";4304804;"CARLOS BARBOSA";45
"4339";"RS";4304853;"CARLOS GOMES";45
"4340";"RS";4304903;"CASCA";45
"4341";"RS";4304952;"CASEIROS";45
"4342";"RS";4320651;"SILVEIRA MARTINS";45
"4343";"RS";4320677;"SINIMBU";45
"4344";"RS";4320701;"SOBRADINHO";45
"4345";"RS";4320800;"SOLEDADE";45
"4346";"RS";4305132;"CERRO BRANCO";45
"4347";"RS";4305157;"CERRO GRANDE";45
"4348";"RS";4318804;"SAO LOURENCO DO SUL";45
"4349";"RS";4318903;"SAO LUIZ GONZAGA";45
"4350";"RS";4319000;"SAO MARCOS";45
"4351";"RS";4319109;"SAO MARTINHO";45
"4352";"RS";4319125;"SAO MARTINHO DA SERRA";45
"4353";"RS";4319158;"SAO MIGUEL DAS MISSOES";45
"4354";"RS";4319208;"SAO NICOLAU";45
"4355";"RS";4321436;"TERRA DE AREIA";45
"4356";"RS";4321451;"TEUTONIA";45
"4357";"RS";4321469;"TIO HUGO";45
"4358";"RS";4321477;"TIRADENTES DO SUL";45
"4359";"RS";4321493;"TOROPI";45
"4360";"RS";4303905;"CAMPO BOM";45
"4361";"RS";4304002;"CAMPO NOVO";45
"4362";"RS";4304101;"CAMPOS BORGES";45
"4363";"RS";4304200;"CANDELARIA";45
"4364";"RS";4304705;"CARAZINHO";45
"4365";"RS";4317558;"SANTO ANTONIO DO PALMA";45
"4366";"RS";4317608;"SANTO ANTONIO DA PATRULHA";45
"4367";"RS";4304507;"CANGUCU";45
"4368";"RS";4304606;"CANOAS";45
"4369";"RS";4317806;"SANTO AUGUSTO";45
"4370";"RS";4317905;"SANTO CRISTO";45
"4371";"RS";4317954;"SANTO EXPEDITO DO SUL";45
"4372";"RS";4318002;"SAO BORJA";45
"4373";"RS";4318051;"SAO DOMINGOS DO SUL";45
"4374";"RS";4314308;"PEJUCARA";45
"4375";"RS";4314407;"PELOTAS";45
"4376";"RS";4314423;"PICADA CAFE";45
"4377";"RS";4321204;"TAQUARA";45
"4378";"RS";4318432;"SAO JOAO DO POLESINE";45
"4379";"RS";4318440;"SAO JORGE";45
"4380";"RS";4318457;"SAO JOSE DAS MISSOES";45
"4381";"RS";4318465;"SAO JOSE DO HERVAL";45
"4382";"RS";4318481;"SAO JOSE DO HORTENCIO";45
"4383";"RS";4318499;"SAO JOSE DO INHACORA";45
"4384";"RS";4318507;"SAO JOSE DO NORTE";45
"4385";"RS";4318606;"SAO JOSE DO OURO";45
"4386";"RS";4320859;"TABAI";45
"4387";"RS";4320909;"TAPEJARA";45
"4388";"RS";4321006;"TAPERA";45
"4389";"RS";4321105;"TAPES";45
"4390";"RS";4318101;"SAO FRANCISCO DE ASSIS";45
"4391";"RS";4321303;"TAQUARI";45
"4392";"RS";4321329;"TAQUARUCU DO SUL";45
"4393";"RS";4321352;"TAVARES";45
"4394";"RS";4321402;"TENENTE PORTELA";45
"4395";"RS";4303558;"CAMARGO";45
"4396";"RS";4303608;"CAMBARA DO SUL";45
"4397";"RS";4303673;"CAMPESTRE DA SERRA";45
"4398";"RS";4303707;"CAMPINA DAS MISSOES";45
"4399";"RS";4303806;"CAMPINAS DO SUL";45
"4400";"RS";4318614;"SAO JOSE DO SUL";45
"4401";"RS";4318622;"SAO JOSE DOS AUSENTES";45
"4402";"RS";4318705;"SAO LEOPOLDO";45
"4403";"RS";4303004;"CACHOEIRA DO SUL";45
"4404";"RS";4314456;"PINHAL";45
"4405";"RS";4318424;"SAO JOAO DA URTIGA";45
"4406";"RS";4318408;"SAO JERONIMO";45
"4407";"RS";4317707;"SANTO ANTONIO DAS MISSOES";45
"4408";"RS";4317756;"SANTO ANTONIO DO PLANALTO";45
"4409";"RS";4303103;"CACHOEIRINHA";45
"4410";"RS";4303202;"CACIQUE DOBLE";45
"4411";"RS";4303301;"CAIBATE";45
"4412";"RS";4303400;"CAICARA";45
"4413";"RS";4303509;"CAMAQUA";45
"4414";"RS";4318200;"SAO FRANCISCO DE PAULA";45
"4415";"RS";4318309;"SAO GABRIEL";45
"4416";"SC";4207007;"ICARA";44
"4417";"SC";4206652;"GUATAMBU";44
"4418";"SC";4206702;"HERVAL D'OESTE";44
"4419";"SC";4206900;"IBIRAMA";44
"4420";"SC";4204756;"CUNHATAI";44
"4421";"SC";4204806;"CURITIBANOS";44
"4422";"SC";4206801;"IBICARE";44
"4423";"SC";4206306;"GUABIRUBA";44
"4424";"SC";4205175;"ENTRE RIOS";44
"4425";"SC";4207106;"ILHOTA";44
"4426";"SC";4205100;"DONA EMMA";44
"4427";"SC";4206603;"GUARUJA DO SUL";44
"4428";"SC";4210506;"MARAVILHA";44
"4429";"SC";4210555;"MAREMA";44
"4430";"SC";4206751;"IBIAM";44
"4431";"SC";4205407;"FLORIANOPOLIS";44
"4432";"SC";4205431;"FORMOSA DO SUL";44
"4433";"SC";4209854;"LINDOIA DO SUL";44
"4434";"SC";4204905;"DESCANSO";44
"4435";"SC";4207205;"IMARUI";44
"4436";"SC";4205159;"DOUTOR PEDRINHO";44
"4437";"SC";4206108;"GRAO PARA";44
"4438";"SC";4206207;"GRAVATAL";44
"4439";"SC";4206405;"GUARACIABA";44
"4440";"SC";4206504;"GUARAMIRIM";44
"4441";"SC";4205209;"ERVAL VELHO";44
"4442";"SC";4205308;"FAXINAL DOS GUEDES";44
"4443";"SC";4205357;"FLOR DO SERTAO";44
"4444";"SC";4202404;"BLUMENAU";44
"4445";"SC";4202438;"BOCAINA DO SUL";44
"4446";"SC";4202453;"BOMBINHAS";44
"4447";"SC";4209904;"LONTRAS";44
"4448";"SC";4210001;"LUIZ ALVES";44
"4449";"SC";4206009;"GOVERNADOR CELSO RAMOS";44
"4450";"SC";4207304;"IMBITUBA";44
"4451";"SC";4207403;"IMBUIA";44
"4452";"SC";4207502;"INDAIAL";44
"4453";"SC";4207577;"IOMERE";44
"4454";"SC";4210407;"MARACAJA";44
"4455";"SC";4202206;"BENEDITO NOVO";44
"4456";"SC";4202305;"BIGUACU";44
"4457";"SC";4203105;"CAIBI";44
"4458";"SC";4203154;"CALMON";44
"4459";"SC";4203204;"CAMBORIU";44
"4460";"SC";4203253;"CAPAO ALTO";44
"4461";"SC";4203303;"CAMPO ALEGRE";44
"4462";"SC";4210035;"LUZERNA";44
"4463";"SC";4205001;"DIONISIO CERQUEIRA";44
"4464";"SC";4203600;"CAMPOS NOVOS";44
"4465";"SC";4203709;"CANELINHA";44
"4466";"SC";4201406;"ARARANGUA";44
"4467";"SC";4201505;"ARMAZEM";44
"4468";"SC";4201604;"ARROIO TRINTA";44
"4469";"SC";4201653;"ARVOREDO";44
"4470";"SC";4201703;"ASCURRA";44
"4471";"SC";4201802;"ATALANTA";44
"4472";"SC";4201901;"AURORA";44
"4473";"SC";4201950;"BALNEARIO ARROIO DO SILVA";44
"4474";"SC";4202008;"BALNEARIO CAMBORIU";44
"4475";"SC";4203402;"CAMPO BELO DO SUL";44
"4476";"SC";4202073;"BALNEARIO GAIVOTA";44
"4477";"SC";4210050;"MACIEIRA";44
"4478";"SC";4210100;"MAFRA";44
"4479";"SC";4210209;"MAJOR GERCINO";44
"4480";"SC";4210308;"MAJOR VIEIRA";44
"4481";"SC";4202156;"BELMONTE";44
"4482";"SC";4204608;"CRICIUMA";44
"4483";"SC";4204707;"CUNHA PORA";44
"4484";"SC";4219606;"XAVANTINA";44
"4485";"SC";4210605;"MASSARANDUBA";44
"4486";"SC";4210704;"MATOS COSTA";44
"4487";"SC";4202503;"BOM JARDIM DA SERRA";44
"4488";"SC";4202057;"BALNEARIO BARRA DO SUL";44
"4489";"SC";4202578;"BOM JESUS DO OESTE";44
"4490";"SC";4202602;"BOM RETIRO";44
"4491";"SC";4202701;"BOTUVERA";44
"4492";"SC";4202800;"BRACO DO NORTE";44
"4493";"SC";4202859;"BRACO DO TROMBUDO";44
"4494";"SC";4202875;"BRUNOPOLIS";44
"4495";"SC";4202909;"BRUSQUE";44
"4496";"SC";4203006;"CACADOR";44
"4497";"SC";4205456;"FORQUILHINHA";44
"4498";"SC";4205506;"FRAIBURGO";44
"4499";"SC";4205555;"FREI ROGERIO";44
"4500";"SC";4205605;"GALVAO";44
"4501";"SC";4205704;"GAROPABA";44
"4502";"SC";4205803;"GARUVA";44
"4503";"SC";4205902;"GASPAR";44
"4504";"SC";4201257;"APIUNA";44
"4505";"SC";4201273;"ARABUTA";44
"4506";"SC";4203808;"CANOINHAS";44
"4507";"SC";4203907;"CAPINZAL";44
"4508";"SC";4205191;"ERMO";44
"4509";"SC";4204004;"CATANDUVAS";44
"4510";"SC";4204103;"CAXAMBU DO SUL";44
"4511";"SC";4204152;"CELSO RAMOS";44
"4512";"SC";4204178;"CERRO NEGRO";44
"4513";"SC";4204194;"CHAPADAO DO LAGEADO";44
"4514";"SC";4204202;"CHAPECO";44
"4515";"SC";4204251;"COCAL DO SUL";44
"4516";"SC";4204301;"CONCORDIA";44
"4517";"SC";4202081;"BANDEIRANTE";44
"4518";"SC";4202099;"BARRA BONITA";44
"4519";"SC";4202107;"BARRA VELHA";44
"4520";"SC";4202131;"BELA VISTA DO TOLDO";44
"4521";"SC";4204558;"CORREIA PINTO";44
"4522";"SC";4215059;"RIO RUFINO";44
"4523";"SC";4215075;"RIQUEZA";44
"4524";"SC";4215109;"RODEIO";44
"4525";"SC";4215208;"ROMELANDIA";44
"4526";"SC";4207601;"IPIRA";44
"4527";"SC";4207650;"IPORA DO OESTE";44
"4528";"SC";4202537;"BOM JESUS";44
"4529";"SC";4207700;"IPUMIRIM";44
"4530";"SC";4207759;"IRACEMINHA";44
"4531";"SC";4207809;"IRANI";44
"4532";"SC";4207858;"IRATI";44
"4533";"SC";4207908;"IRINEOPOLIS";44
"4534";"SC";4208005;"ITA";44
"4535";"SC";4208104;"ITAIOPOLIS";44
"4536";"SC";4208203;"ITAJAI";44
"4537";"SC";4208302;"ITAPEMA";44
"4538";"SC";4208401;"ITAPIRANGA";44
"4539";"SC";4208450;"ITAPOA";44
"4540";"SC";4208500;"ITUPORANGA";44
"4541";"SC";4208609;"JABORA";44
"4542";"SC";4208708;"JACINTO MACHADO";44
"4543";"SC";4208807;"JAGUARUNA";44
"4544";"SC";4203501;"CAMPO ERE";44
"4545";"SC";4208955;"JARDINOPOLIS";44
"4546";"SC";4201307;"ARAQUARI";44
"4547";"SC";4213708;"POUSO REDONDO";44
"4548";"SC";4213807;"PRAIA GRANDE";44
"4549";"SC";4213906;"PRESIDENTE CASTELO BRANCO";44
"4550";"SC";4214003;"PRESIDENTE GETULIO";44
"4551";"SC";4214102;"PRESIDENTE NEREU";44
"4552";"SC";4214151;"PRINCESA";44
"4553";"SC";4214201;"QUILOMBO";44
"4554";"SC";4214300;"RANCHO QUEIMADO";44
"4555";"SC";4214409;"RIO DAS ANTAS";44
"4556";"SC";4214508;"RIO DO CAMPO";44
"4557";"SC";4204350;"CORDILHEIRA ALTA";44
"4558";"SC";4204400;"CORONEL FREITAS";44
"4559";"SC";4204459;"CORONEL MARTINS";44
"4560";"SC";4204509;"CORUPA";44
"4561";"SC";4215000;"RIO NEGRINHO";44
"4562";"SC";4218004;"TIJUCAS";44
"4563";"SC";4218103;"TIMBE DO SUL";44
"4564";"SC";4218202;"TIMBO";44
"4565";"SC";4218251;"TIMBO GRANDE";44
"4566";"SC";4219705;"XAXIM";44
"4567";"SC";4219853;"ZORTEA";44
"4568";"SC";4207684;"IPUACU";44
"4569";"SC";4210803;"MELEIRO";44
"4570";"SC";4200051;"ABDON BATISTA";44
"4571";"SC";4200101;"ABELARDO LUZ";44
"4572";"SC";4200200;"AGROLANDIA";44
"4573";"SC";4200309;"AGRONOMICA";44
"4574";"SC";4200408;"AGUA DOCE";44
"4575";"SC";4200507;"AGUAS DE CHAPECO";44
"4576";"SC";4200556;"AGUAS FRIAS";44
"4577";"SC";4200606;"AGUAS MORNAS";44
"4578";"SC";4200705;"ALFREDO WAGNER";44
"4579";"SC";4200754;"ALTO BELA VISTA";44
"4580";"SC";4200804;"ANCHIETA";44
"4581";"SC";4200903;"ANGELINA";44
"4582";"SC";4201000;"ANITA GARIBALDI";44
"4583";"SC";4201109;"ANITAPOLIS";44
"4584";"SC";4201208;"ANTONIO CARLOS";44
"4585";"SC";4213401;"PONTE SERRADA";44
"4586";"SC";4209003;"JOACABA";44
"4587";"SC";4209102;"JOINVILLE";44
"4588";"SC";4209151;"JOSE BOITEUX";44
"4589";"SC";4203956;"CAPIVARI DE BAIXO";44
"4590";"SC";4217204;"SAO MIGUEL DO OESTE";44
"4591";"SC";4217253;"SAO PEDRO DE ALCANTARA";44
"4592";"SC";4217303;"SAUDADES";44
"4593";"SC";4217402;"SCHROEDER";44
"4594";"SC";4217501;"SEARA";44
"4595";"SC";4217550;"SERRA ALTA";44
"4596";"SC";4217600;"SIDEROPOLIS";44
"4597";"SC";4214607;"RIO DO OESTE";44
"4598";"SC";4214706;"RIO DOS CEDROS";44
"4599";"SC";4214805;"RIO DO SUL";44
"4600";"SC";4214904;"RIO FORTUNA";44
"4601";"SC";4217956;"TIGRINHOS";44
"4602";"SC";4219200;"VIDAL RAMOS";44
"4603";"SC";4219309;"VIDEIRA";44
"4604";"SC";4219358;"VITOR MEIRELES";44
"4605";"SC";4219408;"WITMARSUM";44
"4606";"SC";4219507;"XANXERE";44
"4607";"SC";4215307;"SALETE";44
"4608";"SC";4215356;"SALTINHO";44
"4609";"SC";4215406;"SALTO VELOSO";44
"4610";"SC";4215455;"SANGAO";44
"4611";"SC";4215505;"SANTA CECILIA";44
"4612";"SC";4215554;"SANTA HELENA";44
"4613";"SC";4215604;"SANTA ROSA DE LIMA";44
"4614";"SC";4215653;"SANTA ROSA DO SUL";44
"4615";"SC";4215679;"SANTA TEREZINHA";44
"4616";"SC";4215687;"SANTA TEREZINHA DO PROGRESSO";44
"4617";"SC";4215695;"SANTIAGO DO SUL";44
"4618";"SC";4215703;"SANTO AMARO DA IMPERATRIZ";44
"4619";"SC";4215752;"SAO BERNARDINO";44
"4620";"SC";4215802;"SAO BENTO DO SUL";44
"4621";"SC";4215901;"SAO BONIFACIO";44
"4622";"SC";4216008;"SAO CARLOS";44
"4623";"SC";4216057;"SAO CRISTOVAO DO SUL";44
"4624";"SC";4216107;"SAO DOMINGOS";44
"4625";"SC";4208906;"JARAGUA DO SUL";44
"4626";"SC";4213500;"PORTO BELO";44
"4627";"SC";4213609;"PORTO UNIAO";44
"4628";"SC";4216354;"SAO JOAO DO ITAPERIU";44
"4629";"SC";4216404;"SAO JOAO DO SUL";44
"4630";"SC";4209177;"JUPIA";44
"4631";"SC";4209201;"LACERDOPOLIS";44
"4632";"SC";4209300;"LAGES";44
"4633";"SC";4209409;"LAGUNA";44
"4634";"SC";4209458;"LAJEADO GRANDE";44
"4635";"SC";4209508;"LAURENTINO";44
"4636";"SC";4209607;"LAURO MULLER";44
"4637";"SC";4217709;"SOMBRIO";44
"4638";"SC";4217758;"SUL BRASIL";44
"4639";"SC";4217808;"TAIO";44
"4640";"SC";4217907;"TANGARA";44
"4641";"SC";4219176;"VARGEM BONITA";44
"4642";"SC";4211876;"PAIAL";44
"4643";"SC";4211892;"PAINEL";44
"4644";"SC";4211900;"PALHOCA";44
"4645";"SC";4212007;"PALMA SOLA";44
"4646";"SC";4212056;"PALMEIRA";44
"4647";"SC";4212106;"PALMITOS";44
"4648";"SC";4212205;"PAPANDUVA";44
"4649";"SC";4220000;"BALNEARIO RINCAO";44
"4650";"SC";4212254;"PASSO DE TORRES";44
"4651";"SC";4210852;"MIRIM DOCE";44
"4652";"SC";4210902;"MODELO";44
"4653";"SC";4211009;"MONDAI";44
"4654";"SC";4211058;"MONTE CARLO";44
"4655";"SC";4211108;"MONTE CASTELO";44
"4656";"SC";4211207;"MORRO DA FUMACA";44
"4657";"SC";4211256;"MORRO GRANDE";44
"4658";"SC";4211306;"NAVEGANTES";44
"4659";"SC";4211405;"NOVA ERECHIM";44
"4660";"SC";4211454;"NOVA ITABERABA";44
"4661";"SC";4211504;"NOVA TRENTO";44
"4662";"SC";4211603;"NOVA VENEZA";44
"4663";"SC";4211652;"NOVO HORIZONTE";44
"4664";"SC";4211702;"ORLEANS";44
"4665";"SC";4211751;"OTACILIO COSTA";44
"4666";"SC";4216255;"SAO JOAO DO OESTE";44
"4667";"SC";4216305;"SAO JOAO BATISTA";44
"4668";"SC";4216701;"SAO JOSE DO CEDRO";44
"4669";"SC";4218301;"TRES BARRAS";44
"4670";"SC";4218350;"TREVISO";44
"4671";"SC";4216503;"SAO JOAQUIM";44
"4672";"SC";4216602;"SAO JOSE";44
"4673";"SC";4218608;"TROMBUDO CENTRAL";44
"4674";"SC";4218707;"TUBARAO";44
"4675";"SC";4218756;"TUNAPOLIS";44
"4676";"SC";4218806;"TURVO";44
"4677";"SC";4209706;"LEBON REGIS";44
"4678";"SC";4209805;"LEOBERTO LEAL";44
"4679";"SC";4219101;"VARGEAO";44
"4680";"SC";4219150;"VARGEM";44
"4681";"SC";4211801;"OURO";44
"4682";"SC";4211850;"OURO VERDE";44
"4683";"SC";4212650;"PESCARIA BRAVA";44
"4684";"SC";4212700;"PETROLANDIA";44
"4685";"SC";4212809;"PICARRAS";44
"4686";"SC";4212908;"PINHALZINHO";44
"4687";"SC";4213005;"PINHEIRO PRETO";44
"4688";"SC";4213104;"PIRATUBA";44
"4689";"SC";4212239;"PARAISO";44
"4690";"SC";4213203;"POMERODE";44
"4691";"SC";4212270;"PASSOS MAIA";44
"4692";"SC";4212304;"PAULO LOPES";44
"4693";"SC";4212403;"PEDRAS GRANDES";44
"4694";"SC";4212502;"PENHA";44
"4695";"SC";4212601;"PERITIBA";44
"4696";"SC";4218509;"TREZE TILIAS";44
"4697";"SC";4216800;"SAO JOSE DO CERRITO";44
"4698";"SC";4216909;"SAO LOURENCO DO OESTE";44
"4699";"SC";4218400;"TREZE DE MAIO";44
"4700";"SC";4213302;"PONTE ALTA";44
"4701";"SC";4217154;"SAO MIGUEL DA BOA VISTA";44
"4702";"SC";4213153;"PLANALTO ALEGRE";44
"4703";"SC";4216206;"SAO FRANCISCO DO SUL";44
"4704";"SC";4219002;"URUSSANGA";44
"4705";"SC";4213351;"PONTE ALTA DO NORTE";44
"4706";"SC";4218954;"URUPEMA";44
"4707";"SC";4217105;"SAO MARTINHO";44
"4708";"SC";4218855;"UNIAO DO OESTE";44
"4709";"SC";4217006;"SAO LUDGERO";44
"4710";"SC";4218905;"URUBICI";44
"4711";"SE";2800407;"ARAUA";31
"4712";"SE";2800209;"AQUIDABA";31
"4713";"SE";2800308;"ARACAJU";31
"4714";"SE";2806008;"RIBEIROPOLIS";31
"4715";"SE";2800100;"AMPARO DE SAO FRANCISCO";31
"4716";"SE";2800670;"BOQUIM";31
"4717";"SE";2802502;"GENERAL MAYNARD";31
"4718";"SE";2800506;"AREIA BRANCA";31
"4719";"SE";2805901;"RIACHUELO";31
"4720";"SE";2801207;"CANINDE DE SAO FRANCISCO";31
"4721";"SE";2806107;"ROSARIO DO CATETE";31
"4722";"SE";2801009;"CAMPO DO BRITO";31
"4723";"SE";2800605;"BARRA DOS COQUEIROS";31
"4724";"SE";2807204;"SIRIRI";31
"4725";"SE";2807303;"TELHA";31
"4726";"SE";2807402;"TOBIAS BARRETO";31
"4727";"SE";2805802;"RIACHAO DO DANTAS";31
"4728";"SE";2802403;"GARARU";31
"4729";"SE";2807501;"TOMAR DO GERU";31
"4730";"SE";2800704;"BREJO GRANDE";31
"4731";"SE";2806206;"SALGADO";31
"4732";"SE";2801108;"CANHOBA";31
"4733";"SE";2806909;"SAO FRANCISCO";31
"4734";"SE";2807006;"SAO MIGUEL DO ALEIXO";31
"4735";"SE";2806701;"SAO CRISTOVAO";31
"4736";"SE";2807105;"SIMAO DIAS";31
"4737";"SE";2804409;"NEOPOLIS";31
"4738";"SE";2804458;"NOSSA SENHORA APARECIDA";31
"4739";"SE";2804508;"NOSSA SENHORA DA GLORIA";31
"4740";"SE";2804607;"NOSSA SENHORA DAS DORES";31
"4741";"SE";2804706;"NOSSA SENHORA DE LOURDES";31
"4742";"SE";2804805;"NOSSA SENHORA DO SOCORRO";31
"4743";"SE";2804904;"PACATUBA";31
"4744";"SE";2805000;"PEDRA MOLE";31
"4745";"SE";2806800;"SAO DOMINGOS";31
"4746";"SE";2805208;"PINHAO";31
"4747";"SE";2805307;"PIRAMBU";31
"4748";"SE";2801306;"CAPELA";31
"4749";"SE";2801405;"CARIRA";31
"4750";"SE";2801504;"CARMOPOLIS";31
"4751";"SE";2801603;"CEDRO DE SAO JOAO";31
"4752";"SE";2801702;"CRISTINAPOLIS";31
"4753";"SE";2801900;"CUMBE";31
"4754";"SE";2802007;"DIVINA PASTORA";31
