Ano;Mês;Município;"Valor FOB (US$)";"Quilograma Líquido"
2016;08;"Sumaré - SP";53225119;46410788
2016;08;"Valinhos - SP";18428231;4611570
2016;08;"Vinhedo - SP";60204040;8925870
2016;07;"Artur Nogueira - SP";1319407;1731762
2016;07;"Campinas - SP";208804731;31944666
2016;07;"Cosmópolis - SP";7583920;573330
2016;07;"Engenheiro Coelho - SP";55922;53975
2016;07;"Holambra - SP";2115457;152207
2016;07;"Hortolândia - SP";55514940;3723074
2016;07;"Indaiatuba - SP";65916760;40269676
2016;07;"Itatiba - SP";16731981;4091776
2016;07;"Jaguariúna - SP";92287143;3255677
2016;07;"Monte Mor - SP";9138966;995564
2016;07;"Morungaba - SP";840;25
2016;07;"Nova Odessa - SP";9192891;1039282
2016;07;"Paulínia - SP";336657260;52066030
2016;07;"Pedreira - SP";327874;273320
2016;07;"Santa Bárbara d'Oeste - SP";7296354;915908
2016;07;"Santo Antônio de Posse - SP";1279509;131643
2016;07;"Sumaré - SP";39423828;41093784
2016;07;"Valinhos - SP";19367126;3415159
2016;07;"Vinhedo - SP";50247313;7915766
2016;06;"Artur Nogueira - SP";1032800;219314
2016;06;"Campinas - SP";209761288;18673168
2016;06;"Cosmópolis - SP";9631288;293844
2016;06;"Engenheiro Coelho - SP";103845;52695
2016;06;"Holambra - SP";2507551;269576
2016;06;"Hortolândia - SP";56151842;4289053
2016;06;"Indaiatuba - SP";74126964;41400663
2016;06;"Itatiba - SP";18549128;4436442
2016;06;"Jaguariúna - SP";69934549;3612311
2016;06;"Monte Mor - SP";14074002;890022
2016;06;"Morungaba - SP";42431;518
2016;06;"Nova Odessa - SP";7001715;1289727
2016;06;"Paulínia - SP";264614256;54030236
2016;06;"Pedreira - SP";383034;355782
2016;06;"Santa Bárbara d'Oeste - SP";7791183;1199940
2016;06;"Santo Antônio de Posse - SP";1400710;193636
2016;06;"Sumaré - SP";41312121;54175352
2016;06;"Valinhos - SP";13281629;2776438
2016;06;"Vinhedo - SP";47858005;8259468
2016;05;"Artur Nogueira - SP";1359700;339831
2016;05;"Campinas - SP";218929004;22260421
2016;05;"Cosmópolis - SP";8093556;536051
2016;05;"Engenheiro Coelho - SP";1478078;120905
2016;05;"Holambra - SP";2606783;307221
2016;05;"Hortolândia - SP";49839982;4801607
2016;05;"Indaiatuba - SP";63872440;26804321
2016;05;"Itatiba - SP";17501413;3473617
2016;05;"Jaguariúna - SP";94911447;3469639
2016;05;"Monte Mor - SP";10093843;1168159
2016;05;"Morungaba - SP";54381;995
2016;05;"Nova Odessa - SP";7815341;1140884
2016;05;"Paulínia - SP";222755759;45499227
2016;05;"Pedreira - SP";292061;222663
2016;05;"Santa Bárbara d'Oeste - SP";10248367;1435187
2016;05;"Santo Antônio de Posse - SP";2617844;180692
2016;05;"Sumaré - SP";41131963;42410550
2016;05;"Valinhos - SP";15078604;3896246
2016;05;"Vinhedo - SP";50352669;9103457
2016;04;"Artur Nogueira - SP";1036876;220019
2016;04;"Campinas - SP";198353573;23532810
2016;04;"Cosmópolis - SP";1994424;36224
2016;04;"Engenheiro Coelho - SP";522038;100976
2016;04;"Holambra - SP";1869021;287231
2016;04;"Hortolândia - SP";43459702;5265517
2016;04;"Indaiatuba - SP";66257583;61635769
2016;04;"Itatiba - SP";15485239;3461023
2016;04;"Jaguariúna - SP";93386771;2640967
2016;04;"Monte Mor - SP";7184496;1025127
2016;04;"Morungaba - SP";18188;278
2016;04;"Nova Odessa - SP";6973003;1584103
2016;04;"Paulínia - SP";175370190;32886704
2016;04;"Pedreira - SP";165785;217066
2016;04;"Santa Bárbara d'Oeste - SP";6871956;878842
2016;04;"Santo Antônio de Posse - SP";1931363;270406
2016;04;"Sumaré - SP";35158432;38079815
2016;04;"Valinhos - SP";13766992;2533823
2016;04;"Vinhedo - SP";49461617;6195716
2016;03;"Artur Nogueira - SP";1090036;180019
2016;03;"Campinas - SP";212620363;24704258
2016;03;"Cosmópolis - SP";5887225;149406
2016;03;"Engenheiro Coelho - SP";43292;50600
2016;03;"Holambra - SP";3034325;535781
2016;03;"Hortolândia - SP";54890607;3800671
2016;03;"Indaiatuba - SP";69280004;38025084
2016;03;"Itatiba - SP";16683549;3364102
2016;03;"Jaguariúna - SP";112936437;2802854
2016;03;"Monte Mor - SP";6235162;862418
2016;03;"Morungaba - SP";19838;2567
2016;03;"Nova Odessa - SP";8059605;1253154
2016;03;"Paulínia - SP";146990191;21512306
2016;03;"Pedreira - SP";328654;207365
2016;03;"Santa Bárbara d'Oeste - SP";11437400;1202083
2016;03;"Santo Antônio de Posse - SP";4232526;301734
2016;03;"Sumaré - SP";32807567;30539365
2016;03;"Valinhos - SP";18103323;3665288
2016;03;"Vinhedo - SP";65697495;8042609
2016;02;"Artur Nogueira - SP";636903;241898
2016;02;"Campinas - SP";202216918;17801792
2016;02;"Cosmópolis - SP";6267528;216958
2016;02;"Engenheiro Coelho - SP";31286;99289
2016;02;"Holambra - SP";2198979;614679
2016;02;"Hortolândia - SP";49372167;3821827
2016;02;"Indaiatuba - SP";54317407;30909416
2016;02;"Itatiba - SP";14113377;2883836
2016;02;"Jaguariúna - SP";83997688;3743470
2016;02;"Monte Mor - SP";7369369;824226
2016;02;"Morungaba - SP";6092;46
2016;02;"Nova Odessa - SP";7394350;1344715
2016;02;"Paulínia - SP";126727457;25028129
2016;02;"Pedreira - SP";533771;301039
2016;02;"Santa Bárbara d'Oeste - SP";8788788;926239
2016;02;"Santo Antônio de Posse - SP";2256465;86159
2016;02;"Sumaré - SP";43502436;46962257
2016;02;"Valinhos - SP";14734853;2785883
2016;02;"Vinhedo - SP";54307078;7691428
2016;01;"Artur Nogueira - SP";1483117;241023
2016;01;"Campinas - SP";232767050;25437893
2016;01;"Cosmópolis - SP";2289701;19392
2016;01;"Engenheiro Coelho - SP";89286;2060
2016;01;"Holambra - SP";3008316;465311
2016;01;"Hortolândia - SP";53252168;3641141
2016;01;"Indaiatuba - SP";71350042;36592845
2016;01;"Itatiba - SP";14967266;3204748
2016;01;"Jaguariúna - SP";105964362;2599320
2016;01;"Monte Mor - SP";7856561;633769
2016;01;"Morungaba - SP";134271;59422
2016;01;"Nova Odessa - SP";7478600;1074830
2016;01;"Paulínia - SP";194020831;27175164
2016;01;"Pedreira - SP";359663;319106
2016;01;"Santa Bárbara d'Oeste - SP";11910464;1159773
2016;01;"Santo Antônio de Posse - SP";2324327;161159
2016;01;"Sumaré - SP";46381466;21270478
2016;01;"Valinhos - SP";13704743;2722168
2016;01;"Vinhedo - SP";45453445;8240302
2015;12;"Artur Nogueira - SP";639415;348351
2015;12;"Campinas - SP";171064357;25773884
2015;12;"Cosmópolis - SP";2269884;352551
2015;12;"Engenheiro Coelho - SP";87671;4626
2015;12;"Holambra - SP";2617187;337957
2015;12;"Hortolândia - SP";64610959;3154975
2015;12;"Indaiatuba - SP";68270155;42796571
2015;12;"Itatiba - SP";11562058;2545353
2015;12;"Jaguariúna - SP";80781659;3753102
2015;12;"Monte Mor - SP";13543516;2236242
2015;12;"Morungaba - SP";105505;40376
2015;12;"Nova Odessa - SP";4488718;660486
2015;12;"Paulínia - SP";159444576;36291348
2015;12;"Pedreira - SP";415870;108447
2015;12;"Santa Bárbara d'Oeste - SP";8455839;638608
2015;12;"Santo Antônio de Posse - SP";3721085;100489
2015;12;"Sumaré - SP";43809987;44854182
2015;12;"Valinhos - SP";15997571;2789910
2015;12;"Vinhedo - SP";38749198;6610618
2015;11;"Artur Nogueira - SP";261766;89835
2015;11;"Campinas - SP";216848623;29150007
2015;11;"Cosmópolis - SP";2646634;204061
2015;11;"Engenheiro Coelho - SP";19964;50131
2015;11;"Holambra - SP";2719016;409297
2015;11;"Hortolândia - SP";61429402;4218104
2015;11;"Indaiatuba - SP";75837078;35151230
2015;11;"Itatiba - SP";16142111;3548126
2015;11;"Jaguariúna - SP";130560572;3949189
2015;11;"Monte Mor - SP";10358637;1175191
2015;11;"Morungaba - SP";43489;18533
2015;11;"Nova Odessa - SP";11849365;857682
2015;11;"Paulínia - SP";279046912;36302340
2015;11;"Pedreira - SP";363291;127236
2015;11;"Santa Bárbara d'Oeste - SP";17718561;985248
2015;11;"Santo Antônio de Posse - SP";1346503;80459
2015;11;"Sumaré - SP";42914008;39868591
2015;11;"Valinhos - SP";14477021;2458538
2015;11;"Vinhedo - SP";37650482;4896175
2015;10;"Artur Nogueira - SP";968758;198666
2015;10;"Campinas - SP";260883196;28466846
2015;10;"Cosmópolis - SP";2957121;441675
2015;10;"Engenheiro Coelho - SP";168511;154390
2015;10;"Holambra - SP";2163376;373757
2015;10;"Hortolândia - SP";82092887;6158786
2015;10;"Indaiatuba - SP";84559440;39057333
2015;10;"Itatiba - SP";17017245;3388106
2015;10;"Jaguariúna - SP";106146886;5525626
2015;10;"Monte Mor - SP";10743823;1153914
2015;10;"Morungaba - SP";915291;127240
2015;10;"Nova Odessa - SP";9675675;945616
2015;10;"Paulínia - SP";349704952;52475235
2015;10;"Pedreira - SP";283468;278712
2015;10;"Santa Bárbara d'Oeste - SP";16568047;1271986
2015;10;"Santo Antônio de Posse - SP";3069422;245235
2015;10;"Sumaré - SP";49131578;39368722
2015;10;"Valinhos - SP";18409657;3042207
2015;10;"Vinhedo - SP";54939201;8132234
2015;09;"Artur Nogueira - SP";719436;144518
2015;09;"Campinas - SP";250293845;33981458
2015;09;"Cosmópolis - SP";6342014;685698
2015;09;"Engenheiro Coelho - SP";91006;107660
2015;09;"Holambra - SP";1850879;248530
2015;09;"Hortolândia - SP";72894088;4509751
2015;09;"Indaiatuba - SP";75065993;38895613
2015;09;"Itatiba - SP";15799728;3843216
2015;09;"Jaguariúna - SP";95596033;3694570
2015;09;"Monte Mor - SP";10250314;1138792
2015;09;"Morungaba - SP";639062;24579
2015;09;"Nova Odessa - SP";7703940;1164764
2015;09;"Paulínia - SP";235956867;28036218
2015;09;"Pedreira - SP";461281;403024
2015;09;"Santa Bárbara d'Oeste - SP";13255792;1493220
2015;09;"Santo Antônio de Posse - SP";1029410;173099
2015;09;"Sumaré - SP";37793141;29718506
2015;09;"Valinhos - SP";16251310;4651723
2015;09;"Vinhedo - SP";45432280;8537482
2015;08;"Artur Nogueira - SP";907925;212269
2015;08;"Campinas - SP";247178287;22768599
2015;08;"Cosmópolis - SP";6144164;790185
2015;08;"Engenheiro Coelho - SP";278261;378074
2015;08;"Holambra - SP";2724790;273994
2015;08;"Hortolândia - SP";67315050;4663685
2015;08;"Indaiatuba - SP";73583467;57077692
2015;08;"Itatiba - SP";18039544;4517134
2015;08;"Jaguariúna - SP";91158638;3464683
2015;08;"Monte Mor - SP";11822557;1237071
2015;08;"Morungaba - SP";321558;12280
2015;08;"Nova Odessa - SP";7455930;1609157
2015;08;"Paulínia - SP";356450699;51427208
2015;08;"Pedreira - SP";940222;247799
2015;08;"Santa Bárbara d'Oeste - SP";14830499;1442904
2015;08;"Santo Antônio de Posse - SP";3249661;315598
2015;08;"Sumaré - SP";48212228;23124958
2015;08;"Valinhos - SP";19146181;4188740
2015;08;"Vinhedo - SP";42026556;7056040
2015;07;"Artur Nogueira - SP";1125076;125541
2015;07;"Campinas - SP";213057660;35199846
2015;07;"Cosmópolis - SP";5239568;648066
2015;07;"Engenheiro Coelho - SP";51949;3933
2015;07;"Holambra - SP";2953426;284347
2015;07;"Hortolândia - SP";78226010;5398284
2015;07;"Indaiatuba - SP";80252706;39827549
2015;07;"Itatiba - SP";20168042;4753502
2015;07;"Jaguariúna - SP";130511283;4801843
2015;07;"Monte Mor - SP";13347553;1053719
2015;07;"Morungaba - SP";79081;38703
2015;07;"Nova Odessa - SP";8536954;1903911
2015;07;"Paulínia - SP";479431409;54255685
2015;07;"Pedreira - SP";1045121;491421
2015;07;"Santa Bárbara d'Oeste - SP";19475499;1700351
2015;07;"Santo Antônio de Posse - SP";459305;63908
2015;07;"Sumaré - SP";51651621;56276516
2015;07;"Valinhos - SP";20296574;5373526
2015;07;"Vinhedo - SP";45634460;8033555
2015;06;"Artur Nogueira - SP";3443925;258046
2015;06;"Campinas - SP";188852793;25225965
2015;06;"Cosmópolis - SP";9615865;497465
2015;06;"Engenheiro Coelho - SP";209021;57470
2015;06;"Holambra - SP";1836587;214830
2015;06;"Hortolândia - SP";88751048;4669457
2015;06;"Indaiatuba - SP";79114162;38652753
2015;06;"Itatiba - SP";20007199;4137766
2015;06;"Jaguariúna - SP";91201959;3190395
2015;06;"Monte Mor - SP";10178746;1947747
2015;06;"Morungaba - SP";82011;409
2015;06;"Nova Odessa - SP";7912063;1485852
2015;06;"Paulínia - SP";336305138;36502374
2015;06;"Pedreira - SP";618081;321055
2015;06;"Santa Bárbara d'Oeste - SP";34217878;1584440
2015;06;"Santo Antônio de Posse - SP";2139867;340639
2015;06;"Sumaré - SP";53586914;80162182
2015;06;"Valinhos - SP";19524712;3674411
2015;06;"Vinhedo - SP";51868234;8647377
2015;05;"Artur Nogueira - SP";2798410;257544
2015;05;"Campinas - SP";207995258;30273307
2015;05;"Cosmópolis - SP";7976650;316698
2015;05;"Engenheiro Coelho - SP";741339;1408918
2015;05;"Holambra - SP";3234216;427104
2015;05;"Hortolândia - SP";66512702;4202014
2015;05;"Indaiatuba - SP";83750415;41439988
2015;05;"Itatiba - SP";20955631;4241310
2015;05;"Jaguariúna - SP";127618522;2870823
2015;05;"Monte Mor - SP";12228427;1379119
2015;05;"Morungaba - SP";439893;14264
2015;05;"Nova Odessa - SP";4931209;1431014
2015;05;"Paulínia - SP";257712313;62615438
2015;05;"Pedreira - SP";453333;191556
2015;05;"Santa Bárbara d'Oeste - SP";15112679;1490828
2015;05;"Santo Antônio de Posse - SP";1582327;214125
2015;05;"Sumaré - SP";41734044;30082765
2015;05;"Valinhos - SP";15886623;3323293
2015;05;"Vinhedo - SP";56978483;8319953
2015;04;"Artur Nogueira - SP";2058245;409667
2015;04;"Campinas - SP";287661880;24599849
2015;04;"Cosmópolis - SP";3944452;206050
2015;04;"Engenheiro Coelho - SP";224995;110262
2015;04;"Holambra - SP";2167247;366175
2015;04;"Hortolândia - SP";83210845;5117597
2015;04;"Indaiatuba - SP";81801993;23499761
2015;04;"Itatiba - SP";21134312;4022555
2015;04;"Jaguariúna - SP";191973531;4399666
2015;04;"Monte Mor - SP";10194549;1343310
2015;04;"Morungaba - SP";655304;33753
2015;04;"Nova Odessa - SP";8321625;1323409
2015;04;"Paulínia - SP";217821491;31697936
2015;04;"Pedreira - SP";369773;200197
2015;04;"Santa Bárbara d'Oeste - SP";17229526;1578919
2015;04;"Santo Antônio de Posse - SP";3434467;396006
2015;04;"Sumaré - SP";38971207;22646492
2015;04;"Valinhos - SP";15985964;2431109
2015;04;"Vinhedo - SP";57522953;8925371
2015;03;"Artur Nogueira - SP";902915;136586
2015;03;"Campinas - SP";343282940;31939792
2015;03;"Cosmópolis - SP";901292;218119
2015;03;"Engenheiro Coelho - SP";159624;112445
2015;03;"Holambra - SP";2550924;304751
2015;03;"Hortolândia - SP";79698456;5178673
2015;03;"Indaiatuba - SP";95556257;53661796
2015;03;"Itatiba - SP";22810194;4610462
2015;03;"Jaguariúna - SP";123903754;4973930
2015;03;"Monte Mor - SP";11185140;1175704
2015;03;"Morungaba - SP";612023;22031
2015;03;"Nova Odessa - SP";6082538;1180034
2015;03;"Paulínia - SP";196221819;49040720
2015;03;"Pedreira - SP";832128;360533
2015;03;"Santa Bárbara d'Oeste - SP";19602739;1644793
2015;03;"Santo Antônio de Posse - SP";2810756;537038
2015;03;"Sumaré - SP";45686735;24562721
2015;03;"Valinhos - SP";20163869;4913536
2015;03;"Vinhedo - SP";60950638;10990293
2015;02;"Artur Nogueira - SP";458996;164306
2015;02;"Campinas - SP";265553311;23196381
2015;02;"Cosmópolis - SP";3830139;181224
2015;02;"Engenheiro Coelho - SP";217695;106467
2015;02;"Holambra - SP";2690771;435198
2015;02;"Hortolândia - SP";68912095;5216523
2015;02;"Indaiatuba - SP";70551851;40272629
2015;02;"Itatiba - SP";17770290;3560801
2015;02;"Jaguariúna - SP";210881222;3677902
2015;02;"Monte Mor - SP";10654458;1591410
2015;02;"Morungaba - SP";320698;11049
2015;02;"Nova Odessa - SP";5467607;1419302
2015;02;"Paulínia - SP";156484826;46117201
2015;02;"Pedreira - SP";967488;337421
2015;02;"Santa Bárbara d'Oeste - SP";16870765;1256129
2015;02;"Santo Antônio de Posse - SP";3259441;369803
2015;02;"Sumaré - SP";41856810;19954155
2015;02;"Valinhos - SP";17431922;2687513
2015;02;"Vinhedo - SP";50219982;8976009
2015;01;"Artur Nogueira - SP";1377611;223767
2015;01;"Campinas - SP";305668590;23674197
2015;01;"Cosmópolis - SP";1861886;267893
2015;01;"Engenheiro Coelho - SP";137736;66545
2015;01;"Holambra - SP";3418696;611070
2015;01;"Hortolândia - SP";85651720;5549541
2015;01;"Indaiatuba - SP";92599439;38894739
2015;01;"Itatiba - SP";21497180;3986822
2015;01;"Jaguariúna - SP";130675277;4900856
2015;01;"Monte Mor - SP";9275357;1145117
2015;01;"Morungaba - SP";93505;4608
2015;01;"Nova Odessa - SP";8338120;1411347
2015;01;"Paulínia - SP";145080133;42139862
2015;01;"Pedreira - SP";568154;300394
2015;01;"Santa Bárbara d'Oeste - SP";22255396;1527494
2015;01;"Santo Antônio de Posse - SP";1781626;106910
2015;01;"Sumaré - SP";49165793;49476301
2015;01;"Valinhos - SP";21621617;4248279
2015;01;"Vinhedo - SP";54294883;9083008
2014;12;"Artur Nogueira - SP";1122553;163258
2014;12;"Campinas - SP";189128137;29802450
2014;12;"Cosmópolis - SP";2771694;53827
2014;12;"Engenheiro Coelho - SP";721568;1114683
2014;12;"Holambra - SP";2450905;480285
2014;12;"Hortolândia - SP";94812828;5167800
2014;12;"Indaiatuba - SP";104696565;42734146
2014;12;"Itatiba - SP";17453390;3043286
2014;12;"Jaguariúna - SP";140604403;4613495
2014;12;"Monte Mor - SP";13603213;1440851
2014;12;"Morungaba - SP";1403;100
2014;12;"Nova Odessa - SP";4106903;1032387
2014;12;"Paulínia - SP";202222217;80945575
2014;12;"Pedreira - SP";348037;329598
2014;12;"Santa Bárbara d'Oeste - SP";16539251;1795763
2014;12;"Santo Antônio de Posse - SP";6838775;1342509
2014;12;"Sumaré - SP";33434673;19287264
2014;12;"Valinhos - SP";20050298;3266441
2014;12;"Vinhedo - SP";51375020;8077981
2014;11;"Artur Nogueira - SP";2549775;406954
2014;11;"Campinas - SP";273173261;30101785
2014;11;"Cosmópolis - SP";1685079;162384
2014;11;"Engenheiro Coelho - SP";1825136;787413
2014;11;"Holambra - SP";2741056;352606
2014;11;"Hortolândia - SP";117211498;4640558
2014;11;"Indaiatuba - SP";93745206;25302537
2014;11;"Itatiba - SP";16833597;2831866
2014;11;"Jaguariúna - SP";166257802;4610218
2014;11;"Monte Mor - SP";13467755;1446380
2014;11;"Morungaba - SP";132158;1210
2014;11;"Nova Odessa - SP";6533632;1327888
2014;11;"Paulínia - SP";254954214;61336878
2014;11;"Pedreira - SP";132738;222923
2014;11;"Santa Bárbara d'Oeste - SP";23151091;1198219
2014;11;"Santo Antônio de Posse - SP";5397089;3009508
2014;11;"Sumaré - SP";41614025;24612220
2014;11;"Valinhos - SP";18423098;2861237
2014;11;"Vinhedo - SP";57595823;9770263
2014;10;"Artur Nogueira - SP";5733644;907905
2014;10;"Campinas - SP";361193828;44713737
2014;10;"Cosmópolis - SP";2604653;650158
2014;10;"Engenheiro Coelho - SP";215774;59147
2014;10;"Holambra - SP";3286079;374361
2014;10;"Hortolândia - SP";100999563;6176332
2014;10;"Indaiatuba - SP";106566853;36889966
2014;10;"Itatiba - SP";22179860;3738584
2014;10;"Jaguariúna - SP";172811698;4584547
2014;10;"Monte Mor - SP";15629581;1448512
2014;10;"Morungaba - SP";84203;39857
2014;10;"Nova Odessa - SP";6921970;1919438
2014;10;"Paulínia - SP";368136499;74411523
2014;10;"Pedreira - SP";557721;196503
2014;10;"Santa Bárbara d'Oeste - SP";15520966;2025728
2014;10;"Santo Antônio de Posse - SP";4856984;4155643
2014;10;"Sumaré - SP";42197367;18386867
2014;10;"Valinhos - SP";24231087;6160760
2014;10;"Vinhedo - SP";68588858;10906510
2014;09;"Artur Nogueira - SP";4089807;654198
2014;09;"Campinas - SP";330083589;32015950
2014;09;"Cosmópolis - SP";3627131;378527
2014;09;"Engenheiro Coelho - SP";330211;406653
2014;09;"Holambra - SP";2980665;391346
2014;09;"Hortolândia - SP";114437799;7765913
2014;09;"Indaiatuba - SP";100071640;39496361
2014;09;"Itatiba - SP";23528304;4277306
2014;09;"Jaguariúna - SP";152084868;5190358
2014;09;"Monte Mor - SP";12223455;1485389
2014;09;"Morungaba - SP";4304;7
2014;09;"Nova Odessa - SP";6683290;1544476
2014;09;"Paulínia - SP";296920644;68863994
2014;09;"Pedreira - SP";260604;58597
2014;09;"Santa Bárbara d'Oeste - SP";15708463;2032843
2014;09;"Santo Antônio de Posse - SP";5234805;4107114
2014;09;"Sumaré - SP";49915787;10627473
2014;09;"Valinhos - SP";21216309;5486737
2014;09;"Vinhedo - SP";57680408;8294808
2014;08;"Artur Nogueira - SP";5758809;917365
2014;08;"Campinas - SP";353802146;46915706
2014;08;"Cosmópolis - SP";3731053;416610
2014;08;"Engenheiro Coelho - SP";1089124;1212365
2014;08;"Holambra - SP";2903764;450885
2014;08;"Hortolândia - SP";110849760;6026776
2014;08;"Indaiatuba - SP";103256757;53387045
2014;08;"Itatiba - SP";26272451;4334485
2014;08;"Jaguariúna - SP";123725535;5991681
2014;08;"Monte Mor - SP";10177431;1125484
2014;08;"Morungaba - SP";121860;41615
2014;08;"Nova Odessa - SP";6671131;1202760
2014;08;"Paulínia - SP";503266057;66949323
2014;08;"Pedreira - SP";881855;332472
2014;08;"Santa Bárbara d'Oeste - SP";24443218;1963050
2014;08;"Santo Antônio de Posse - SP";4025435;5178388
2014;08;"Sumaré - SP";53527022;11634556
2014;08;"Valinhos - SP";18898131;3433429
2014;08;"Vinhedo - SP";59007932;11760470
2014;07;"Artur Nogueira - SP";4379974;680516
2014;07;"Campinas - SP";333615520;38204687
2014;07;"Cosmópolis - SP";12606281;1033885
2014;07;"Engenheiro Coelho - SP";1028944;1092580
2014;07;"Holambra - SP";3118476;240589
2014;07;"Hortolândia - SP";93482530;7862521
2014;07;"Indaiatuba - SP";112408859;44585691
2014;07;"Itatiba - SP";26133519;4041142
2014;07;"Jaguariúna - SP";145817043;4185969
2014;07;"Monte Mor - SP";12350790;1404816
2014;07;"Morungaba - SP";118605;4702
2014;07;"Nova Odessa - SP";7173275;1552713
2014;07;"Paulínia - SP";343004832;98075944
2014;07;"Pedreira - SP";668590;416370
2014;07;"Santa Bárbara d'Oeste - SP";22959362;1923768
2014;07;"Santo Antônio de Posse - SP";5425815;5565080
2014;07;"Sumaré - SP";63698635;13180310
2014;07;"Valinhos - SP";21328058;3561967
2014;07;"Vinhedo - SP";62062418;8880178
2014;06;"Artur Nogueira - SP";4391430;632662
2014;06;"Campinas - SP";314847884;31720163
2014;06;"Cosmópolis - SP";9000206;835681
2014;06;"Engenheiro Coelho - SP";127962;57652
2014;06;"Holambra - SP";2721542;426217
2014;06;"Hortolândia - SP";112239161;6894535
2014;06;"Indaiatuba - SP";98144226;34060285
2014;06;"Itatiba - SP";18978766;3308875
2014;06;"Jaguariúna - SP";117519994;5172971
2014;06;"Monte Mor - SP";12928829;1616068
2014;06;"Morungaba - SP";1058699;69727
2014;06;"Nova Odessa - SP";5998131;1684168
2014;06;"Paulínia - SP";332613001;63784385
2014;06;"Pedreira - SP";1490677;427956
2014;06;"Santa Bárbara d'Oeste - SP";18089705;1951660
2014;06;"Santo Antônio de Posse - SP";4076181;2897357
2014;06;"Sumaré - SP";80111831;12813803
2014;06;"Valinhos - SP";17615640;4067654
2014;06;"Vinhedo - SP";59943078;9370092
2014;05;"Artur Nogueira - SP";5329683;849595
2014;05;"Campinas - SP";295380091;28466615
2014;05;"Cosmópolis - SP";5180377;745251
2014;05;"Engenheiro Coelho - SP";312191;257998
2014;05;"Holambra - SP";5727459;369774
2014;05;"Hortolândia - SP";102071614;7117143
2014;05;"Indaiatuba - SP";136052475;51712800
2014;05;"Itatiba - SP";25868722;4093111
2014;05;"Jaguariúna - SP";174236447;4532158
2014;05;"Monte Mor - SP";11846552;1819869
2014;05;"Morungaba - SP";29022;17719
2014;05;"Nova Odessa - SP";7573684;1587189
2014;05;"Paulínia - SP";265396936;56328706
2014;05;"Pedreira - SP";690937;458137
2014;05;"Santa Bárbara d'Oeste - SP";24860783;1673383
2014;05;"Santo Antônio de Posse - SP";2922398;1710578
2014;05;"Sumaré - SP";78250959;13917007
2014;05;"Valinhos - SP";17694242;2939842
2014;05;"Vinhedo - SP";64208364;10543948
2014;04;"Artur Nogueira - SP";4701883;870028
2014;04;"Campinas - SP";332838146;44035941
2014;04;"Cosmópolis - SP";2652894;313704
2014;04;"Engenheiro Coelho - SP";1720245;3215512
2014;04;"Holambra - SP";2800924;314862
2014;04;"Hortolândia - SP";93892539;5543025
2014;04;"Indaiatuba - SP";139583484;33766928
2014;04;"Itatiba - SP";23265424;3247933
2014;04;"Jaguariúna - SP";134420837;4557533
2014;04;"Monte Mor - SP";13122451;1568181
2014;04;"Morungaba - SP";284226;146663
2014;04;"Nova Odessa - SP";5930913;1224337
2014;04;"Paulínia - SP";186339432;49697287
2014;04;"Pedreira - SP";1737995;373922
2014;04;"Santa Bárbara d'Oeste - SP";24089686;1994067
2014;04;"Santo Antônio de Posse - SP";4699562;1348460
2014;04;"Sumaré - SP";76178123;12488158
2014;04;"Valinhos - SP";17830000;4914747
2014;04;"Vinhedo - SP";65280371;11771629
2014;03;"Artur Nogueira - SP";4067028;629677
2014;03;"Campinas - SP";371733550;40838651
2014;03;"Cosmópolis - SP";1858004;52622
2014;03;"Engenheiro Coelho - SP";100709;975
2014;03;"Holambra - SP";3490529;384181
2014;03;"Hortolândia - SP";92925599;4956269
2014;03;"Indaiatuba - SP";106041503;38882511
2014;03;"Itatiba - SP";20915349;3168000
2014;03;"Jaguariúna - SP";93789330;4741026
2014;03;"Monte Mor - SP";9823534;991202
2014;03;"Morungaba - SP";1951140;306285
2014;03;"Nova Odessa - SP";6830997;1034153
2014;03;"Paulínia - SP";192526445;38767246
2014;03;"Pedreira - SP";456087;191219
2014;03;"Santa Bárbara d'Oeste - SP";20513138;1589224
2014;03;"Santo Antônio de Posse - SP";3040554;1177161
2014;03;"Sumaré - SP";55795010;10294683
2014;03;"Valinhos - SP";19454829;3028534
2014;03;"Vinhedo - SP";73233893;9159239
2014;02;"Artur Nogueira - SP";3893138;747838
2014;02;"Campinas - SP";301554098;24041211
2014;02;"Cosmópolis - SP";1242502;116354
2014;02;"Engenheiro Coelho - SP";56423;4995
2014;02;"Holambra - SP";3341174;452123
2014;02;"Hortolândia - SP";90325499;4670658
2014;02;"Indaiatuba - SP";91902857;25609358
2014;02;"Itatiba - SP";21497467;3357118
2014;02;"Jaguariúna - SP";100811028;4501445
2014;02;"Monte Mor - SP";11656563;1359834
2014;02;"Morungaba - SP";36267;179
2014;02;"Nova Odessa - SP";7629770;1407731
2014;02;"Paulínia - SP";167881551;56054255
2014;02;"Pedreira - SP";999015;306122
2014;02;"Santa Bárbara d'Oeste - SP";18835346;1556799
2014;02;"Santo Antônio de Posse - SP";4356077;1076731
2014;02;"Sumaré - SP";61652157;10653257
2014;02;"Valinhos - SP";23244592;3955552
2014;02;"Vinhedo - SP";67455343;10565113
2014;01;"Artur Nogueira - SP";2650881;465705
2014;01;"Campinas - SP";341028570;27216008
2014;01;"Cosmópolis - SP";7236924;265422
2014;01;"Engenheiro Coelho - SP";1910101;1259522
2014;01;"Holambra - SP";3663788;577922
