"Section ID","Section","HS2 ID","HS2","HS4 ID","HS4","Trade Value"
11,"Textiles",1162,"Non-knit or crocheted apparel and clothing accessories",116209,"Non-Knit Babies' Garments",384275
11,"Textiles",1162,"Non-knit or crocheted apparel and clothing accessories",116210,"Felt or Coated Fabric Garments",5751778.999999999
11,"Textiles",1162,"Non-knit or crocheted apparel and clothing accessories",116211,"Non-Knit Active Wear",3866363
11,"Textiles",1162,"Non-knit or crocheted apparel and clothing accessories",116212,"Other Women's Undergarments",7087843
11,"Textiles",1162,"Non-knit or crocheted apparel and clothing accessories",116213,"Handkerchiefs",36713
11,"Textiles",1162,"Non-knit or crocheted apparel and clothing accessories",116214,"Scarves",278912
11,"Textiles",1162,"Non-knit or crocheted apparel and clothing accessories",116215,"Neck Ties",18946
11,"Textiles",1162,"Non-knit or crocheted apparel and clothing accessories",116216,"Non-Knit Gloves",52873
11,"Textiles",1162,"Non-knit or crocheted apparel and clothing accessories",116217,"Other Non-Knit Clothing Accessories",379837
11,"Textiles",1163,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",116301,"Blankets",476984
11,"Textiles",1163,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",116302,"House Linens",24025224
11,"Textiles",1163,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",116303,"Window Dressings",1580515
11,"Textiles",1163,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",116304,"Bedspreads",652408
11,"Textiles",1163,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",116305,"Packing Bags",10869206
11,"Textiles",1163,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",116306,"Awnings, Tents, and Sails",3318685
11,"Textiles",1163,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",116307,"Other Cloth Articles",44779966
11,"Textiles",1163,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",116308,"Packaged Sewing Sets",55469
11,"Textiles",1163,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",116309,"Used Clothing",189859
11,"Textiles",1163,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",116310,"Textile Scraps",753682
12,"Footwear and Headwear",1264,"Footwear; gaiters and the like; parts of such articles",126401,"Waterproof Footwear",3790950
12,"Footwear and Headwear",1264,"Footwear; gaiters and the like; parts of such articles",126402,"Rubber Footwear",295244486
12,"Footwear and Headwear",1264,"Footwear; gaiters and the like; parts of such articles",126403,"Leather Footwear",274717289
12,"Footwear and Headwear",1264,"Footwear; gaiters and the like; parts of such articles",126404,"Textile Footwear",86947155
12,"Footwear and Headwear",1264,"Footwear; gaiters and the like; parts of such articles",126405,"Other Footwear",8105515
12,"Footwear and Headwear",1264,"Footwear; gaiters and the like; parts of such articles",126406,"Footwear Parts",86761467
12,"Footwear and Headwear",1265,"Headgear and parts thereof",126501,"Hat Forms",597142
12,"Footwear and Headwear",1265,"Headgear and parts thereof",126502,"Hat Shapes",3838
12,"Footwear and Headwear",1265,"Headgear and parts thereof",126504,"Hats",174885
12,"Footwear and Headwear",1265,"Headgear and parts thereof",126505,"Knitted Hats",731675
12,"Footwear and Headwear",1265,"Headgear and parts thereof",126506,"Other Headwear",3143330
12,"Footwear and Headwear",1265,"Headgear and parts thereof",126507,"Headbands and Linings",304744
12,"Footwear and Headwear",1266,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",126601,"Umbrellas",274274
12,"Footwear and Headwear",1266,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",126602,"Walking Sticks",753
12,"Footwear and Headwear",1266,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",126603,"Umbrella and Walking Stick Accessories",11372
12,"Footwear and Headwear",1267,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",126701,"Bird Skins and Feathers",2685
12,"Footwear and Headwear",1267,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",126702,"Artificial Vegetation",121412
12,"Footwear and Headwear",1267,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",126703,"Processed Hair",1421154.9999999998
12,"Footwear and Headwear",1267,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",126704,"Fake Hair",942980
13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136801,"Curbstones",5353246
13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136802,"Building Stone",747157649
13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136803,"Slate",42434003
13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136804,"Milling Stones",28208296
13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136805,"Abrasive Powder",26666420
13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136806,"Rock Wool",7471428
13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136807,"Asphalt",2479979
13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136808,"Vegetable Fiber",37213
13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136809,"Plaster Articles",926880
13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136810,"Cement Articles",12191565
13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136811,"Asbestos Cement Articles",4477955
13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136812,"Asbestos Fibres",64665
13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136813,"Friction Material",79749710
13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136814,"Mica",4255890
13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136815,"Other Stone Articles",27420932
13,"Stone And Glass",1369,"Ceramic products",136901,"Bricks",308694
13,"Stone And Glass",1369,"Ceramic products",136902,"Refractory Bricks",32392309
13,"Stone And Glass",1369,"Ceramic products",136903,"Refractory Ceramics",11331075
13,"Stone And Glass",1369,"Ceramic products",136904,"Ceramic Bricks",2427964
13,"Stone And Glass",1369,"Ceramic products",136905,"Roofing Tiles",1788982
13,"Stone And Glass",1369,"Ceramic products",136906,"Ceramic Pipes",10685
13,"Stone And Glass",1369,"Ceramic products",136907,"Unglazed Ceramics",334243316
13,"Stone And Glass",1369,"Ceramic products",136908,"Glazed Ceramics",1267039
13,"Stone And Glass",1369,"Ceramic products",136909,"Laboratory Ceramic Ware",6485567
13,"Stone And Glass",1369,"Ceramic products",136910,"Bathroom Ceramics",48779193
13,"Stone And Glass",1369,"Ceramic products",136911,"Porcelain Tableware",1690272
13,"Stone And Glass",1369,"Ceramic products",136912,"Ceramic Tableware",6021667
13,"Stone And Glass",1369,"Ceramic products",136913,"Ornamental Ceramics",512533
13,"Stone And Glass",1369,"Ceramic products",136914,"Other Ceramic Articles",371920
13,"Stone And Glass",1370,"Glass and glassware",137001,"Glass Scraps",931
13,"Stone And Glass",1370,"Glass and glassware",137002,"Glass Balls",30413800
13,"Stone And Glass",1370,"Glass and glassware",137003,"Cast or Rolled Glass",560999.0000000001
13,"Stone And Glass",1370,"Glass and glassware",137004,"Blown Glass",5805
13,"Stone And Glass",1370,"Glass and glassware",137005,"Float Glass",31194714
13,"Stone And Glass",1370,"Glass and glassware",137006,"Glass with Edge Workings",156616
13,"Stone And Glass",1370,"Glass and glassware",137007,"Safety Glass",24978231
13,"Stone And Glass",1370,"Glass and glassware",137008,"Insulating Glass",1746789
13,"Stone And Glass",1370,"Glass and glassware",137009,"Glass Mirrors",20934755
13,"Stone And Glass",1370,"Glass and glassware",137010,"Glass Bottles",21611331
13,"Stone And Glass",1370,"Glass and glassware",137011,"Glass Bulbs",2949
13,"Stone And Glass",1370,"Glass and glassware",137013,"Interior Decorative Glassware",25784763
13,"Stone And Glass",1370,"Glass and glassware",137014,"Signaling Glassware",91796.99999999999
13,"Stone And Glass",1370,"Glass and glassware",137015,"Eyewear and Clock Glass",29041
13,"Stone And Glass",1370,"Glass and glassware",137016,"Glass Bricks",1886244.9999999998
13,"Stone And Glass",1370,"Glass and glassware",137017,"Laboratory Glassware",523722
13,"Stone And Glass",1370,"Glass and glassware",137018,"Glass Beads",309842
13,"Stone And Glass",1370,"Glass and glassware",137019,"Glass Fibers",34084625
13,"Stone And Glass",1370,"Glass and glassware",137020,"Other Glass Articles",5490296
14,"Precious Metals",1471,"Precious metals, gems and jewelry",147101,"Pearls",4679
14,"Precious Metals",1471,"Precious metals, gems and jewelry",147102,"Diamonds",53430651
14,"Precious Metals",1471,"Precious metals, gems and jewelry",147103,"Precious Stones",108917986
14,"Precious Metals",1471,"Precious metals, gems and jewelry",147104,"Synthetic Reconstructed Jewellery Stones",1440422
14,"Precious Metals",1471,"Precious metals, gems and jewelry",147105,"Precious Stone Dust",166530
14,"Precious Metals",1471,"Precious metals, gems and jewelry",147106,"Silver",8477362
14,"Precious Metals",1471,"Precious metals, gems and jewelry",147107,"Silver Clad Metals",74535
14,"Precious Metals",1471,"Precious metals, gems and jewelry",147108,"Gold",4841393829
14,"Precious Metals",1471,"Precious metals, gems and jewelry",147109,"Gold Clad Metals",4153
14,"Precious Metals",1471,"Precious metals, gems and jewelry",147110,"Platinum",12793309
14,"Precious Metals",1471,"Precious metals, gems and jewelry",147111,"Platinum Clad Metals",108882
14,"Precious Metals",1471,"Precious metals, gems and jewelry",147112,"Precious Metal Scraps",288486586
14,"Precious Metals",1471,"Precious metals, gems and jewelry",147113,"Jewellery",16793210
14,"Precious Metals",1471,"Precious metals, gems and jewelry",147114,"Metal-Clad Products",550087
14,"Precious Metals",1471,"Precious metals, gems and jewelry",147115,"Other Precious Metal Products",93239285
14,"Precious Metals",1471,"Precious metals, gems and jewelry",147116,"Pearl Products",17041616
14,"Precious Metals",1471,"Precious metals, gems and jewelry",147117,"Imitation Jewellery",9961406
14,"Precious Metals",1471,"Precious metals, gems and jewelry",147118,"Coin",109948
15,"Metals",1572,"Iron and steel",157201,"Pig Iron",1144153561
15,"Metals",1572,"Iron and steel",157202,"Ferroalloys",2841969183
15,"Metals",1572,"Iron and steel",157203,"Iron Reductions",40849
15,"Metals",1572,"Iron and steel",157204,"Scrap Iron",166412269
15,"Metals",1572,"Iron and steel",157205,"Iron Powder",11278920
15,"Metals",1572,"Iron and steel",157206,"Iron Ingots",13267439
15,"Metals",1572,"Iron and steel",157207,"Semi-Finished Iron",2716873422
15,"Metals",1572,"Iron and steel",157208,"Hot-Rolled Iron",373950317
15,"Metals",1572,"Iron and steel",157209,"Cold-Rolled Iron",50527804
15,"Metals",1572,"Iron and steel",157210,"Coated Flat-Rolled Iron",292089968
15,"Metals",1572,"Iron and steel",157211,"Large Flat-Rolled Iron",16650551
15,"Metals",1572,"Iron and steel",157212,"Large Coated Flat-Rolled Iron",10263771
15,"Metals",1572,"Iron and steel",157213,"Hot-Rolled Iron Bars",180787086
15,"Metals",1572,"Iron and steel",157214,"Raw Iron Bars",220846950.99999997
15,"Metals",1572,"Iron and steel",157215,"Other Iron Bars",8265232
15,"Metals",1572,"Iron and steel",157216,"Iron Blocks",41974874
15,"Metals",1572,"Iron and steel",157217,"Iron Wire",49994685
15,"Metals",1572,"Iron and steel",157218,"Stainless Steel Ingots",867469
15,"Metals",1572,"Iron and steel",157219,"Large Flat-Rolled Stainless Steel",84136896
15,"Metals",1572,"Iron and steel",157220,"Flat-Rolled Stainless Steel",3299893
15,"Metals",1572,"Iron and steel",157221,"Hot-Rolled Stainless Steel Bars",272809
15,"Metals",1572,"Iron and steel",157222,"Other Stainless Steel Bars",26558383
15,"Metals",1572,"Iron and steel",157223,"Stainless Steel Wire",4076252
15,"Metals",1572,"Iron and steel",157224,"Steel Ingots",479912841
15,"Metals",1572,"Iron and steel",157225,"Flat Flat-Rolled Steel",77334529
15,"Metals",1572,"Iron and steel",157226,"Flat-Rolled Iron",6575910
15,"Metals",1572,"Iron and steel",157227,"Steel Bars",55553168
15,"Metals",1572,"Iron and steel",157228,"Other Steel Bars",103024111
15,"Metals",1572,"Iron and steel",157229,"Steel Wire",7883202
15,"Metals",1573,"Iron or steel articles",157301,"Iron Sheet Piling",550134
15,"Metals",1573,"Iron or steel articles",157302,"Iron Railway Products",8827585
15,"Metals",1573,"Iron or steel articles",157303,"Cast Iron Pipes",13681226
15,"Metals",1573,"Iron or steel articles",157304,"Iron Pipes",381240467
15,"Metals",1573,"Iron or steel articles",157305,"Other Large Iron Pipes",94826906
15,"Metals",1573,"Iron or steel articles",157306,"Other Small Iron Pipes",52911268
15,"Metals",1573,"Iron or steel articles",157307,"Iron Pipe Fittings",53529983
15,"Metals",1573,"Iron or steel articles",157308,"Iron Structures",98177719
15,"Metals",1573,"Iron or steel articles",157309,"Large Iron Containers",13426562
15,"Metals",1573,"Iron or steel articles",157310,"Small Iron Containers",17976943
15,"Metals",1573,"Iron or steel articles",157311,"Iron Gas Containers",18781558
15,"Metals",1573,"Iron or steel articles",157312,"Stranded Iron Wire",28837820
15,"Metals",1573,"Iron or steel articles",157313,"Barbed Wire",5488396
15,"Metals",1573,"Iron or steel articles",157314,"Iron Cloth",3822752
15,"Metals",1573,"Iron or steel articles",157315,"Iron Chains",27337396
15,"Metals",1573,"Iron or steel articles",157316,"Iron Anchors",13618
15,"Metals",1573,"Iron or steel articles",157317,"Iron Nails",4427946
15,"Metals",1573,"Iron or steel articles",157318,"Iron Fasteners",108715004
15,"Metals",1573,"Iron or steel articles",157319,"Iron Sewing Needles",435816
15,"Metals",1573,"Iron or steel articles",157320,"Iron Springs",40637920
15,"Metals",1573,"Iron or steel articles",157321,"Iron Stovetops",32632291
15,"Metals",1573,"Iron or steel articles",157322,"Iron Radiators",507751
15,"Metals",1573,"Iron or steel articles",157323,"Iron Housewares",29594706
15,"Metals",1573,"Iron or steel articles",157324,"Iron Toiletry",11592103
15,"Metals",1573,"Iron or steel articles",157325,"Other Cast Iron Products",16849655
15,"Metals",1573,"Iron or steel articles",157326,"Other Iron Products",123140906
15,"Metals",1574,"Copper and articles thereof",157401,"Precipitated Copper",38658521
15,"Metals",1574,"Copper and articles thereof",157402,"Raw Copper",255712
15,"Metals",1574,"Copper and articles thereof",157403,"Refined Copper",125639775
15,"Metals",1574,"Copper and articles thereof",157404,"Scrap Copper",40581501
15,"Metals",1574,"Copper and articles thereof",157405,"Copper Alloys",82668
15,"Metals",1574,"Copper and articles thereof",157406,"Copper Powder",1900751
15,"Metals",1574,"Copper and articles thereof",157407,"Copper Bars",28667931
15,"Metals",1574,"Copper and articles thereof",157408,"Copper Wire",235815446
15,"Metals",1574,"Copper and articles thereof",157409,"Copper Plating",65725583
15,"Metals",1574,"Copper and articles thereof",157410,"Copper Foil",2131833
15,"Metals",1574,"Copper and articles thereof",157411,"Copper Pipes",46068841
15,"Metals",1574,"Copper and articles thereof",157412,"Copper Pipe Fittings",3155252
15,"Metals",1574,"Copper and articles thereof",157413,"Stranded Copper Wire",3507755
15,"Metals",1574,"Copper and articles thereof",157415,"Copper Fasteners",1416804
15,"Metals",1574,"Copper and articles thereof",157418,"Copper Housewares",2016712
15,"Metals",1574,"Copper and articles thereof",157419,"Other Copper Products",1712779
15,"Metals",1575,"Nickel and articles thereof",157501,"Nickel Mattes",250042
15,"Metals",1575,"Nickel and articles thereof",157502,"Raw Nickel",1952958
15,"Metals",1575,"Nickel and articles thereof",157503,"Scrap Nickel",2017652
15,"Metals",1575,"Nickel and articles thereof",157504,"Nickel Powder",100550
15,"Metals",1575,"Nickel and articles thereof",157505,"Nickel Bars",30349798
15,"Metals",1575,"Nickel and articles thereof",157506,"Nickel Sheets",675838
15,"Metals",1575,"Nickel and articles thereof",157507,"Nickel Pipes",1801087
15,"Metals",1575,"Nickel and articles thereof",157508,"Other Nickel Products",24849258
15,"Metals",1576,"Aluminium and articles thereof",157601,"Raw Aluminium",284899792
15,"Metals",1576,"Aluminium and articles thereof",157602,"Scrap Aluminium",27332782
15,"Metals",1576,"Aluminium and articles thereof",157603,"Aluminium Powder",3201266
15,"Metals",1576,"Aluminium and articles thereof",157604,"Aluminium Bars",18446026
15,"Metals",1576,"Aluminium and articles thereof",157605,"Aluminium Wire",9400692
15,"Metals",1576,"Aluminium and articles thereof",157606,"Aluminium Plating",166887102
15,"Metals",1576,"Aluminium and articles thereof",157607,"Aluminium Foil",87317146
15,"Metals",1576,"Aluminium and articles thereof",157608,"Aluminium Pipes",4816018
15,"Metals",1576,"Aluminium and articles thereof",157609,"Aluminium Pipe Fittings",2711509
15,"Metals",1576,"Aluminium and articles thereof",157610,"Aluminium Structures",7588313
15,"Metals",1576,"Aluminium and articles thereof",157611,"Large Aluminium Containers",584363
15,"Metals",1576,"Aluminium and articles thereof",157612,"Aluminium Cans",76002325
15,"Metals",1576,"Aluminium and articles thereof",157613,"Aluminium Gas Containers",211821
15,"Metals",1576,"Aluminium and articles thereof",157614,"Stranded Aluminium Wire",398724
15,"Metals",1576,"Aluminium and articles thereof",157615,"Aluminium Housewares",90624111
15,"Metals",1576,"Aluminium and articles thereof",157616,"Other Aluminium Products",27103911
15,"Metals",1578,"Lead and articles thereof",157801,"Raw Lead",30452880
15,"Metals",1578,"Lead and articles thereof",157804,"Lead Sheets",10282
15,"Metals",1578,"Lead and articles thereof",157806,"Other Lead Products",1684302
15,"Metals",1579,"Zinc and articles thereof",157901,"Raw Zinc",185569474
15,"Metals",1579,"Zinc and articles thereof",157903,"Zinc Powder",94227
15,"Metals",1579,"Zinc and articles thereof",157904,"Zinc Bars",3506709.9999999995
15,"Metals",1579,"Zinc and articles thereof",157905,"Zinc Sheets",14592
15,"Metals",1579,"Zinc and articles thereof",157907,"Other Zinc Products",1399481
15,"Metals",1580,"Tin; articles thereof",158001,"Raw Tin",155439400
15,"Metals",1580,"Tin; articles thereof",158002,"Scrap Tin",783139.9999999999
15,"Metals",1580,"Tin; articles thereof",158003,"Tin Bars",2814551
15,"Metals",1580,"Tin; articles thereof",158007,"Other Tin Products",220196
15,"Metals",1581,"Metals; n.e.s., cermets and articles thereof",158101,"Tungsten",2606754
15,"Metals",1581,"Metals; n.e.s., cermets and articles thereof",158102,"Molybdenum",14495955
15,"Metals",1581,"Metals; n.e.s., cermets and articles thereof",158103,"Tantalum",37358
15,"Metals",1581,"Metals; n.e.s., cermets and articles thereof",158104,"Magnesium",2710113
15,"Metals",1581,"Metals; n.e.s., cermets and articles thereof",158105,"Cobalt",1135537
15,"Metals",1581,"Metals; n.e.s., cermets and articles thereof",158106,"Bismuth",6848
15,"Metals",1581,"Metals; n.e.s., cermets and articles thereof",158107,"Cadmium",61926
15,"Metals",1581,"Metals; n.e.s., cermets and articles thereof",158108,"Titanium",3618414
15,"Metals",1581,"Metals; n.e.s., cermets and articles thereof",158110,"Antimony",2821
15,"Metals",1581,"Metals; n.e.s., cermets and articles thereof",158111,"Manganese",2189
15,"Metals",1581,"Metals; n.e.s., cermets and articles thereof",158112,"Other Metals",151563949
15,"Metals",1581,"Metals; n.e.s., cermets and articles thereof",158113,"Cermets",1614889
15,"Metals",1582,"Tools and cutlery",158201,"Garden Tools",27211252
15,"Metals",1582,"Tools and cutlery",158202,"Hand Saws",47588065
15,"Metals",1582,"Tools and cutlery",158203,"Hand Tools",8733535
15,"Metals",1582,"Tools and cutlery",158204,"Wrenches",5468868
15,"Metals",1582,"Tools and cutlery",158205,"Other Hand Tools",12695197
15,"Metals",1582,"Tools and cutlery",158206,"Tool Sets",743471
15,"Metals",1582,"Tools and cutlery",158207,"Interchangeable Tool Parts",86842792
15,"Metals",1582,"Tools and cutlery",158208,"Cutting Blades",12166023
15,"Metals",1582,"Tools and cutlery",158209,"Tool Plates",2132369
15,"Metals",1582,"Tools and cutlery",158210,"Cooking Hand Tools",849007
15,"Metals",1582,"Tools and cutlery",158211,"Knives",38797973
15,"Metals",1582,"Tools and cutlery",158212,"Razor Blades",49068270
15,"Metals",1582,"Tools and cutlery",158213,"Scissors",2551106
15,"Metals",1582,"Tools and cutlery",158214,"Other Cutlery",3594564.9999999995
15,"Metals",1582,"Tools and cutlery",158215,"Cutlery Sets",24956536
15,"Metals",1583,"Metal; miscellaneous products of base metal",158301,"Padlocks",22130374
15,"Metals",1583,"Metal; miscellaneous products of base metal",158302,"Metal Mountings",26120648
15,"Metals",1583,"Metal; miscellaneous products of base metal",158303,"Safes",471280
15,"Metals",1583,"Metal; miscellaneous products of base metal",158304,"Filing Cabinets",133481
15,"Metals",1583,"Metal; miscellaneous products of base metal",158305,"Metal Office Supplies",533476
15,"Metals",1583,"Metal; miscellaneous products of base metal",158306,"Bells and Other Metal Ornaments",558125
15,"Metals",1583,"Metal; miscellaneous products of base metal",158307,"Flexible Metal Tubing",8053274
15,"Metals",1583,"Metal; miscellaneous products of base metal",158308,"Other Metal Fasteners",2810863
15,"Metals",1583,"Metal; miscellaneous products of base metal",158309,"Metal Stoppers",104358944
15,"Metals",1583,"Metal; miscellaneous products of base metal",158310,"Metal Signs",829938
15,"Metals",1583,"Metal; miscellaneous products of base metal",158311,"Coated Metal Soldering Products",14353798
16,"Machines",1684,"Machinery and appliances",168401,"Nuclear Reactors",763344
16,"Machines",1684,"Machinery and appliances",168402,"Steam Boilers",28226557
16,"Machines",1684,"Machinery and appliances",168403,"Central Heating Boilers",35207
16,"Machines",1684,"Machinery and appliances",168404,"Boiler Plants",10162649
16,"Machines",1684,"Machinery and appliances",168405,"Water and Gas Generators",1937948
16,"Machines",1684,"Machinery and appliances",168406,"Steam Turbines",33934580
16,"Machines",1684,"Machinery and appliances",168407,"Spark-Ignition Engines",566138491
16,"Machines",1684,"Machinery and appliances",168408,"Combustion Engines",170510971
16,"Machines",1684,"Machinery and appliances",168409,"Engine Parts",998715749
16,"Machines",1684,"Machinery and appliances",168410,"Hydraulic Turbines",47694964
16,"Machines",1684,"Machinery and appliances",168411,"Gas Turbines",815308078
16,"Machines",1684,"Machinery and appliances",168412,"Other Engines",67087897
16,"Machines",1684,"Machinery and appliances",168413,"Liquid Pumps",299153702
16,"Machines",1684,"Machinery and appliances",168414,"Air Pumps",363501876
16,"Machines",1684,"Machinery and appliances",168415,"Air Conditioners",44817683
16,"Machines",1684,"Machinery and appliances",168416,"Liquid Fuel Furnaces",5524455
16,"Machines",1684,"Machinery and appliances",168417,"Industrial Furnaces",38796360
16,"Machines",1684,"Machinery and appliances",168418,"Refrigerators",134851743
16,"Machines",1684,"Machinery and appliances",168419,"Other Heating Machinery",130034673
16,"Machines",1684,"Machinery and appliances",168420,"Rolling Machines",9059712
16,"Machines",1684,"Machinery and appliances",168421,"Centrifuges",194578171
16,"Machines",1684,"Machinery and appliances",168422,"Washing and Bottling Machines",72624985
16,"Machines",1684,"Machinery and appliances",168423,"Scales",5638483
16,"Machines",1684,"Machinery and appliances",168424,"Liquid Dispersing Machines",246679709
16,"Machines",1684,"Machinery and appliances",168425,"Pulley Systems",10811064
16,"Machines",1684,"Machinery and appliances",168426,"Cranes",42367746
16,"Machines",1684,"Machinery and appliances",168427,"Fork-Lifts",16372767
16,"Machines",1684,"Machinery and appliances",168428,"Lifting Machinery",122618496
16,"Machines",1684,"Machinery and appliances",168429,"Large Construction Vehicles",1407694967
16,"Machines",1684,"Machinery and appliances",168430,"Other Construction Vehicles",16984172
16,"Machines",1684,"Machinery and appliances",168431,"Excavation Machinery",95507334
16,"Machines",1684,"Machinery and appliances",168432,"Soil Preparation Machinery",118003799
16,"Machines",1684,"Machinery and appliances",168433,"Harvesting Machinery",311777893
16,"Machines",1684,"Machinery and appliances",168434,"Dairy Machinery",3125916
16,"Machines",1684,"Machinery and appliances",168435,"Fruit Pressing Machinery",1374241
16,"Machines",1684,"Machinery and appliances",168436,"Other Agricultural Machinery",65280122
16,"Machines",1684,"Machinery and appliances",168437,"Mill Machinery",30533537
16,"Machines",1684,"Machinery and appliances",168438,"Industrial Food Preperation Machinery",70000241
16,"Machines",1684,"Machinery and appliances",168439,"Papermaking Machines",44260676
16,"Machines",1684,"Machinery and appliances",168440,"Book-binding Machines",2107590
16,"Machines",1684,"Machinery and appliances",168441,"Other Paper Machinery",14730101
16,"Machines",1684,"Machinery and appliances",168442,"Print Production Machinery",6117912
16,"Machines",1684,"Machinery and appliances",168443,"Industrial Printers",32949797
16,"Machines",1684,"Machinery and appliances",168444,"Artificial Textile Machinery",73377
16,"Machines",1684,"Machinery and appliances",168445,"Textile Fiber Machinery",8332237
16,"Machines",1684,"Machinery and appliances",168446,"Looms",8567987
16,"Machines",1684,"Machinery and appliances",168447,"Knitting Machines",1328347
16,"Machines",1684,"Machinery and appliances",168448,"Knitting Machine Accessories",9611419
16,"Machines",1684,"Machinery and appliances",168449,"Felt Machinery",587321
16,"Machines",1684,"Machinery and appliances",168450,"Household Washing Machines",17001718
16,"Machines",1684,"Machinery and appliances",168451,"Textile Processing Machines",5666428
16,"Machines",1684,"Machinery and appliances",168452,"Sewing Machines",7128571
16,"Machines",1684,"Machinery and appliances",168453,"Leather Machinery",2432932
16,"Machines",1684,"Machinery and appliances",168454,"Casting Machines",3433032
16,"Machines",1684,"Machinery and appliances",168455,"Metal-Rolling Mills",71884830
16,"Machines",1684,"Machinery and appliances",168456,"Non-Mechanical Removal Machinery",1031638
16,"Machines",1684,"Machinery and appliances",168457,"Metalworking Transfer Machines",16432017
16,"Machines",1684,"Machinery and appliances",168458,"Metal Lathes",10958709
16,"Machines",1684,"Machinery and appliances",168459,"Drilling Machines",2458567
16,"Machines",1684,"Machinery and appliances",168460,"Metal Finishing Machines",8415969
16,"Machines",1684,"Machinery and appliances",168461,"Metalworking Machines",848352
16,"Machines",1684,"Machinery and appliances",168462,"Forging Machines",89023584
16,"Machines",1684,"Machinery and appliances",168463,"Other Non-Metal Removal Machinery",3342269
16,"Machines",1684,"Machinery and appliances",168464,"Stone Working Machines",4937793
16,"Machines",1684,"Machinery and appliances",168465,"Woodworking machines",52180079
16,"Machines",1684,"Machinery and appliances",168466,"Metalworking Machine Parts",31555809
16,"Machines",1684,"Machinery and appliances",168467,"Motor-working Tools",108737699
16,"Machines",1684,"Machinery and appliances",168468,"Soldering and Welding Machinery",1120933
16,"Machines",1684,"Machinery and appliances",168470,"Calculators",8295869
16,"Machines",1684,"Machinery and appliances",168471,"Computers",32084259
16,"Machines",1684,"Machinery and appliances",168472,"Other Office Machines",20022093
16,"Machines",1684,"Machinery and appliances",168473,"Office Machine Parts",74365821
16,"Machines",1684,"Machinery and appliances",168474,"Stone Processing Machines",179153902
16,"Machines",1684,"Machinery and appliances",168475,"Glass Working Machines",137853
16,"Machines",1684,"Machinery and appliances",168476,"Vending Machines",65418
16,"Machines",1684,"Machinery and appliances",168477,"Rubberworking Machinery",48171524
16,"Machines",1684,"Machinery and appliances",168478,"Tobacco Processing Machines",1739466
16,"Machines",1684,"Machinery and appliances",168479,"Machinery Having Individual Functions",181751339
16,"Machines",1684,"Machinery and appliances",168480,"Metal Molds",33543103
16,"Machines",1684,"Machinery and appliances",168481,"Valves",355877632
16,"Machines",1684,"Machinery and appliances",168482,"Ball Bearings",85008507
16,"Machines",1684,"Machinery and appliances",168483,"Transmissions",392106188
16,"Machines",1684,"Machinery and appliances",168484,"Gaskets",11820205
16,"Machines",1684,"Machinery and appliances",168485,"Boat Propellers",38854697
16,"Machines",1685,"Electrical machinery and equipment",168501,"Electric Motors",493335909
16,"Machines",1685,"Electrical machinery and equipment",168502,"Electric Generating Sets",287681933
